Item Name,Item ID,Item meta,Has NBT,Display Name
ExtraTiC:shovelHead,7789,136,false,Fusewood Shovel Head
ExtraTiC:shovelHead,7789,137,false,Ghostwood Shovel Head
ExtraTiC:shovelHead,7789,138,false,Nether Quartz Shovel Head
ExtraTiC:shovelHead,7789,139,false,Refined Glowstone Shovel Head
ExtraTiC:shovelHead,7789,140,false,Osmium Shovel Head
ExtraTiC:shovelHead,7789,141,false,Pokefennium Shovel Head
ExtraTiC:shovelHead,7789,142,false,Fairy Shovel Head
ExtraTiC:shovelHead,7789,143,false,Certus Quartz Shovel Head
ExtraTiC:shovelHead,7789,144,false,Ender Amethyst Shovel Head
ExtraTiC:shovelHead,7789,145,false,Manasteel Shovel Head
ExtraTiC:shovelHead,7789,146,false,Terrasteel Shovel Head
ExtraTiC:shovelHead,7789,147,false,Elementium Shovel Head
ExtraTiC:shovelHead,7789,160,false,Fiery Shovel Head
ExtraTiC:shovelHead,7789,161,false,Ironwood Shovel Head
ExtraTiC:shovelHead,7789,162,false,KnightMetal Shovel Head
ExtraTiC:shovelHead,7789,163,false,Steelleaf Shovel Head
ExtraTiC:shovelHead,7789,164,false,Amethyst Shovel Head
ExtraTiC:shovelHead,7789,165,false,Peridot Shovel Head
ExtraTiC:shovelHead,7789,166,false,Ruby Shovel Head
ExtraTiC:shovelHead,7789,167,false,Sapphire Shovel Head
ExtraTiC:shovelHead,7789,171,false,Dark Steel Shovel Head
ExtraTiC:shovelHead,7789,172,false,Void Metal Shovel Head
ExtraTiC:shovelHead,7789,173,false,RedAurum Shovel Head
ExtraTiC:shovelHead,7789,178,false,Draconium Shovel Head
ExtraTiC:shovelHead,7789,179,false,Awakened Draconium Shovel Head
ExtraTiC:shovelHead,7789,180,false,Glue Shovel Head
ExtraTiC:shovelHead,7789,185,false,Bedrockium Shovel Head
ExtraTiC:shovelHead,7789,186,false,Tear Jerker Shovel Head
ExtraTiC:shovelHead,7789,189,false,Enderium Shovel Head
ExtraTiC:shovelHead,7789,190,false,Signalum Shovel Head
ExtraTiC:shovelHead,7789,191,false,Lumium Shovel Head
ExtraTiC:shovelHead,7789,2000,false,Constantan Shovel Head
ExtraTiC:shovelHead,7789,100,false,Angmallen Shovel Head
ExtraTiC:shovelHead,7789,101,false,Damascus Steel Shovel Head
ExtraTiC:shovelHead,7789,102,false,Hepatizon Shovel Head
ExtraTiC:shovelHead,7789,103,false,Brass Shovel Head
ExtraTiC:shovelHead,7789,104,false,Electrum Shovel Head
ExtraTiC:shovelHead,7789,105,false,Platinum Shovel Head
ExtraTiC:shovelHead,7789,106,false,Silver Shovel Head
ExtraTiC:shovelHead,7789,107,false,Amordrine Shovel Head
ExtraTiC:shovelHead,7789,108,false,Ceruclase Shovel Head
ExtraTiC:shovelHead,7789,109,false,Ignatius Shovel Head
ExtraTiC:shovelHead,7789,110,false,Inolashite Shovel Head
ExtraTiC:shovelHead,7789,111,false,Kalendrite Shovel Head
ExtraTiC:shovelHead,7789,112,false,Midasium Shovel Head
ExtraTiC:shovelHead,7789,113,false,Sanguinite Shovel Head
ExtraTiC:shovelHead,7789,114,false,Shadow Iron Shovel Head
ExtraTiC:shovelHead,7789,115,false,Shadow Steel Shovel Head
ExtraTiC:shovelHead,7789,116,false,Vulcanite Shovel Head
ExtraTiC:shovelHead,7789,117,false,Vyroxeres Shovel Head
ExtraTiC:shovelHead,7789,118,false,Adamantine Shovel Head
ExtraTiC:shovelHead,7789,119,false,Astral Silver Shovel Head
ExtraTiC:shovelHead,7789,120,false,Atlarus Shovel Head
ExtraTiC:shovelHead,7789,121,false,Black Steel Shovel Head
ExtraTiC:shovelHead,7789,122,false,Carmot Shovel Head
ExtraTiC:shovelHead,7789,123,false,Celenegil Shovel Head
ExtraTiC:shovelHead,7789,124,false,Deep Iron Shovel Head
ExtraTiC:shovelHead,7789,125,false,Haderoth Shovel Head
ExtraTiC:shovelHead,7789,126,false,Mithril Shovel Head
ExtraTiC:shovelHead,7789,127,false,Orichalcum Shovel Head
ExtraTiC:swordBlade,7790,128,false,Oureclase Sword Blade
ExtraTiC:swordBlade,7790,129,false,Prometheum Sword Blade
ExtraTiC:swordBlade,7790,130,false,Quicksilver Sword Blade
ExtraTiC:swordBlade,7790,131,false,Tartarite Sword Blade
ExtraTiC:swordBlade,7790,132,false,Desichalkos Sword Blade
ExtraTiC:swordBlade,7790,133,false,Eximite Sword Blade
ExtraTiC:swordBlade,7790,134,false,Bloodwood Sword Blade
ExtraTiC:swordBlade,7790,135,false,Darkwood Sword Blade
ExtraTiC:swordBlade,7790,136,false,Fusewood Sword Blade
ExtraTiC:swordBlade,7790,137,false,Ghostwood Sword Blade
ExtraTiC:swordBlade,7790,138,false,Nether Quartz Sword Blade
ExtraTiC:swordBlade,7790,139,false,Refined Glowstone Sword Blade
ExtraTiC:swordBlade,7790,140,false,Osmium Sword Blade
ExtraTiC:swordBlade,7790,141,false,Pokefennium Sword Blade
ExtraTiC:swordBlade,7790,142,false,Fairy Sword Blade
ExtraTiC:swordBlade,7790,143,false,Certus Quartz Sword Blade
ExtraTiC:swordBlade,7790,144,false,Ender Amethyst Sword Blade
ExtraTiC:swordBlade,7790,145,false,Manasteel Sword Blade
ExtraTiC:swordBlade,7790,146,false,Terrasteel Sword Blade
ExtraTiC:swordBlade,7790,147,false,Elementium Sword Blade
ExtraTiC:swordBlade,7790,160,false,Fiery Sword Blade
ExtraTiC:swordBlade,7790,161,false,Ironwood Sword Blade
ExtraTiC:swordBlade,7790,162,false,KnightMetal Sword Blade
ExtraTiC:swordBlade,7790,163,false,Steelleaf Sword Blade
ExtraTiC:swordBlade,7790,164,false,Amethyst Sword Blade
ExtraTiC:swordBlade,7790,165,false,Peridot Sword Blade
ExtraTiC:swordBlade,7790,166,false,Ruby Sword Blade
ExtraTiC:swordBlade,7790,167,false,Sapphire Sword Blade
ExtraTiC:swordBlade,7790,171,false,Dark Steel Sword Blade
ExtraTiC:swordBlade,7790,172,false,Void Metal Sword Blade
ExtraTiC:swordBlade,7790,173,false,RedAurum Sword Blade
ExtraTiC:swordBlade,7790,178,false,Draconium Sword Blade
ExtraTiC:swordBlade,7790,179,false,Awakened Draconium Sword Blade
ExtraTiC:swordBlade,7790,180,false,Glue Sword Blade
ExtraTiC:swordBlade,7790,185,false,Bedrockium Sword Blade
ExtraTiC:swordBlade,7790,186,false,Tear Jerker Sword Blade
ExtraTiC:swordBlade,7790,189,false,Enderium Sword Blade
ExtraTiC:swordBlade,7790,190,false,Signalum Sword Blade
ExtraTiC:swordBlade,7790,191,false,Lumium Sword Blade
ExtraTiC:swordBlade,7790,2000,false,Constantan Sword Blade
ExtraTiC:swordBlade,7790,100,false,Angmallen Sword Blade
ExtraTiC:swordBlade,7790,101,false,Damascus Steel Sword Blade
ExtraTiC:swordBlade,7790,102,false,Hepatizon Sword Blade
ExtraTiC:swordBlade,7790,103,false,Brass Sword Blade
ExtraTiC:swordBlade,7790,104,false,Electrum Sword Blade
ExtraTiC:swordBlade,7790,105,false,Platinum Sword Blade
ExtraTiC:swordBlade,7790,106,false,Silver Sword Blade
ExtraTiC:swordBlade,7790,107,false,Amordrine Sword Blade
ExtraTiC:swordBlade,7790,108,false,Ceruclase Sword Blade
ExtraTiC:swordBlade,7790,109,false,Ignatius Sword Blade
ExtraTiC:swordBlade,7790,110,false,Inolashite Sword Blade
ExtraTiC:swordBlade,7790,111,false,Kalendrite Sword Blade
ExtraTiC:swordBlade,7790,112,false,Midasium Sword Blade
ExtraTiC:swordBlade,7790,113,false,Sanguinite Sword Blade
ExtraTiC:swordBlade,7790,114,false,Shadow Iron Sword Blade
ExtraTiC:swordBlade,7790,115,false,Shadow Steel Sword Blade
ExtraTiC:swordBlade,7790,116,false,Vulcanite Sword Blade
ExtraTiC:swordBlade,7790,117,false,Vyroxeres Sword Blade
ExtraTiC:swordBlade,7790,118,false,Adamantine Sword Blade
ExtraTiC:swordBlade,7790,119,false,Astral Silver Sword Blade
ExtraTiC:swordBlade,7790,120,false,Atlarus Sword Blade
ExtraTiC:swordBlade,7790,121,false,Black Steel Sword Blade
ExtraTiC:swordBlade,7790,122,false,Carmot Sword Blade
ExtraTiC:swordBlade,7790,123,false,Celenegil Sword Blade
ExtraTiC:swordBlade,7790,124,false,Deep Iron Sword Blade
ExtraTiC:swordBlade,7790,125,false,Haderoth Sword Blade
ExtraTiC:swordBlade,7790,126,false,Mithril Sword Blade
ExtraTiC:swordBlade,7790,127,false,Orichalcum Sword Blade
ExtraTiC:toolrod,7791,128,false,Oureclase Tool Rod
ExtraTiC:toolrod,7791,129,false,Prometheum Tool Rod
ExtraTiC:toolrod,7791,130,false,Quicksilver Tool Rod
ExtraTiC:toolrod,7791,131,false,Tartarite Tool Rod
ExtraTiC:toolrod,7791,132,false,Desichalkos Tool Rod
ExtraTiC:toolrod,7791,133,false,Eximite Tool Rod
ExtraTiC:toolrod,7791,134,false,Bloodwood Tool Rod
ExtraTiC:toolrod,7791,135,false,Darkwood Tool Rod
ExtraTiC:toolrod,7791,136,false,Fusewood Tool Rod
ExtraTiC:toolrod,7791,137,false,Ghostwood Tool Rod
ExtraTiC:toolrod,7791,138,false,Nether Quartz Tool Rod
ExtraTiC:toolrod,7791,139,false,Refined Glowstone Tool Rod
ExtraTiC:toolrod,7791,140,false,Osmium Tool Rod
ExtraTiC:toolrod,7791,141,false,Pokefennium Tool Rod
ExtraTiC:toolrod,7791,142,false,Fairy Tool Rod
ExtraTiC:toolrod,7791,143,false,Certus Quartz Tool Rod
ExtraTiC:toolrod,7791,144,false,Ender Amethyst Tool Rod
ExtraTiC:toolrod,7791,145,false,Manasteel Tool Rod
ExtraTiC:toolrod,7791,146,false,Terrasteel Tool Rod
ExtraTiC:toolrod,7791,147,false,Elementium Tool Rod
ExtraTiC:toolrod,7791,160,false,Fiery Tool Rod
ExtraTiC:toolrod,7791,161,false,Ironwood Tool Rod
ExtraTiC:toolrod,7791,162,false,KnightMetal Tool Rod
ExtraTiC:toolrod,7791,163,false,Steelleaf Tool Rod
ExtraTiC:toolrod,7791,164,false,Amethyst Tool Rod
ExtraTiC:toolrod,7791,165,false,Peridot Tool Rod
ExtraTiC:toolrod,7791,166,false,Ruby Tool Rod
ExtraTiC:toolrod,7791,167,false,Sapphire Tool Rod
ExtraTiC:toolrod,7791,171,false,Dark Steel Tool Rod
ExtraTiC:toolrod,7791,172,false,Void Metal Tool Rod
ExtraTiC:toolrod,7791,173,false,RedAurum Tool Rod
ExtraTiC:toolrod,7791,178,false,Draconium Tool Rod
ExtraTiC:toolrod,7791,179,false,Awakened Draconium Tool Rod
ExtraTiC:toolrod,7791,180,false,Glue Tool Rod
ExtraTiC:toolrod,7791,185,false,Bedrockium Tool Rod
ExtraTiC:toolrod,7791,186,false,Tear Jerker Tool Rod
ExtraTiC:toolrod,7791,189,false,Enderium Tool Rod
ExtraTiC:toolrod,7791,190,false,Signalum Tool Rod
ExtraTiC:toolrod,7791,191,false,Lumium Tool Rod
ExtraTiC:toolrod,7791,2000,false,Constantan Tool Rod
ExtraTiC:toolrod,7791,100,false,Angmallen Tool Rod
ExtraTiC:toolrod,7791,101,false,Damascus Steel Tool Rod
ExtraTiC:toolrod,7791,102,false,Hepatizon Tool Rod
ExtraTiC:toolrod,7791,103,false,Brass Tool Rod
ExtraTiC:toolrod,7791,104,false,Electrum Tool Rod
ExtraTiC:toolrod,7791,105,false,Platinum Tool Rod
ExtraTiC:toolrod,7791,106,false,Silver Tool Rod
ExtraTiC:toolrod,7791,107,false,Amordrine Tool Rod
ExtraTiC:toolrod,7791,108,false,Ceruclase Tool Rod
ExtraTiC:toolrod,7791,109,false,Ignatius Tool Rod
ExtraTiC:toolrod,7791,110,false,Inolashite Tool Rod
ExtraTiC:toolrod,7791,111,false,Kalendrite Tool Rod
ExtraTiC:toolrod,7791,112,false,Midasium Tool Rod
ExtraTiC:toolrod,7791,113,false,Sanguinite Tool Rod
ExtraTiC:toolrod,7791,114,false,Shadow Iron Tool Rod
ExtraTiC:toolrod,7791,115,false,Shadow Steel Tool Rod
ExtraTiC:toolrod,7791,116,false,Vulcanite Tool Rod
ExtraTiC:toolrod,7791,117,false,Vyroxeres Tool Rod
ExtraTiC:toolrod,7791,118,false,Adamantine Tool Rod
ExtraTiC:toolrod,7791,119,false,Astral Silver Tool Rod
ExtraTiC:toolrod,7791,120,false,Atlarus Tool Rod
ExtraTiC:toolrod,7791,121,false,Black Steel Tool Rod
ExtraTiC:toolrod,7791,122,false,Carmot Tool Rod
ExtraTiC:toolrod,7791,123,false,Celenegil Tool Rod
ExtraTiC:toolrod,7791,124,false,Deep Iron Tool Rod
ExtraTiC:toolrod,7791,125,false,Haderoth Tool Rod
ExtraTiC:toolrod,7791,126,false,Mithril Tool Rod
ExtraTiC:toolrod,7791,127,false,Orichalcum Tool Rod
ExtraTiC:toughbind,7792,128,false,Oureclase Tough Binding
ExtraTiC:toughbind,7792,129,false,Prometheum Tough Binding
ExtraTiC:toughbind,7792,130,false,Quicksilver Tough Binding
ExtraTiC:toughbind,7792,131,false,Tartarite Tough Binding
ExtraTiC:toughbind,7792,132,false,Desichalkos Tough Binding
ExtraTiC:toughbind,7792,133,false,Eximite Tough Binding
ExtraTiC:toughbind,7792,134,false,Bloodwood Tough Binding
ExtraTiC:toughbind,7792,135,false,Darkwood Tough Binding
ExtraTiC:toughbind,7792,136,false,Fusewood Tough Binding
ExtraTiC:toughbind,7792,137,false,Ghostwood Tough Binding
ExtraTiC:toughbind,7792,138,false,Nether Quartz Tough Binding
ExtraTiC:toughbind,7792,139,false,Refined Glowstone Tough Binding
ExtraTiC:toughbind,7792,140,false,Osmium Tough Binding
ExtraTiC:toughbind,7792,141,false,Pokefennium Tough Binding
ExtraTiC:toughbind,7792,142,false,Fairy Tough Binding
ExtraTiC:toughbind,7792,143,false,Certus Quartz Tough Binding
ExtraTiC:toughbind,7792,144,false,Ender Amethyst Tough Binding
ExtraTiC:toughbind,7792,145,false,Manasteel Tough Binding
ExtraTiC:toughbind,7792,146,false,Terrasteel Tough Binding
ExtraTiC:toughbind,7792,147,false,Elementium Tough Binding
ExtraTiC:toughbind,7792,160,false,Fiery Tough Binding
ExtraTiC:toughbind,7792,161,false,Ironwood Tough Binding
ExtraTiC:toughbind,7792,162,false,KnightMetal Tough Binding
ExtraTiC:toughbind,7792,163,false,Steelleaf Tough Binding
ExtraTiC:toughbind,7792,164,false,Amethyst Tough Binding
ExtraTiC:toughbind,7792,165,false,Peridot Tough Binding
ExtraTiC:toughbind,7792,166,false,Ruby Tough Binding
ExtraTiC:toughbind,7792,167,false,Sapphire Tough Binding
ExtraTiC:toughbind,7792,171,false,Dark Steel Tough Binding
ExtraTiC:toughbind,7792,172,false,Void Metal Tough Binding
ExtraTiC:toughbind,7792,173,false,RedAurum Tough Binding
ExtraTiC:toughbind,7792,178,false,Draconium Tough Binding
ExtraTiC:toughbind,7792,179,false,Awakened Draconium Tough Binding
ExtraTiC:toughbind,7792,180,false,Glue Tough Binding
ExtraTiC:toughbind,7792,185,false,Bedrockium Tough Binding
ExtraTiC:toughbind,7792,186,false,Tear Jerker Tough Binding
ExtraTiC:toughbind,7792,189,false,Enderium Tough Binding
ExtraTiC:toughbind,7792,190,false,Signalum Tough Binding
ExtraTiC:toughbind,7792,191,false,Lumium Tough Binding
ExtraTiC:toughbind,7792,2000,false,Constantan Tough Binding
ExtraTiC:toughbind,7792,100,false,Angmallen Tough Binding
ExtraTiC:toughbind,7792,101,false,Damascus Steel Tough Binding
ExtraTiC:toughbind,7792,102,false,Hepatizon Tough Binding
ExtraTiC:toughbind,7792,103,false,Brass Tough Binding
ExtraTiC:toughbind,7792,104,false,Electrum Tough Binding
ExtraTiC:toughbind,7792,105,false,Platinum Tough Binding
ExtraTiC:toughbind,7792,106,false,Silver Tough Binding
ExtraTiC:toughbind,7792,107,false,Amordrine Tough Binding
ExtraTiC:toughbind,7792,108,false,Ceruclase Tough Binding
ExtraTiC:toughbind,7792,109,false,Ignatius Tough Binding
ExtraTiC:toughbind,7792,110,false,Inolashite Tough Binding
ExtraTiC:toughbind,7792,111,false,Kalendrite Tough Binding
ExtraTiC:toughbind,7792,112,false,Midasium Tough Binding
ExtraTiC:toughbind,7792,113,false,Sanguinite Tough Binding
ExtraTiC:toughbind,7792,114,false,Shadow Iron Tough Binding
ExtraTiC:toughbind,7792,115,false,Shadow Steel Tough Binding
ExtraTiC:toughbind,7792,116,false,Vulcanite Tough Binding
ExtraTiC:toughbind,7792,117,false,Vyroxeres Tough Binding
ExtraTiC:toughbind,7792,118,false,Adamantine Tough Binding
ExtraTiC:toughbind,7792,119,false,Astral Silver Tough Binding
ExtraTiC:toughbind,7792,120,false,Atlarus Tough Binding
ExtraTiC:toughbind,7792,121,false,Black Steel Tough Binding
ExtraTiC:toughbind,7792,122,false,Carmot Tough Binding
ExtraTiC:toughbind,7792,123,false,Celenegil Tough Binding
ExtraTiC:toughbind,7792,124,false,Deep Iron Tough Binding
ExtraTiC:toughbind,7792,125,false,Haderoth Tough Binding
ExtraTiC:toughbind,7792,126,false,Mithril Tough Binding
ExtraTiC:toughbind,7792,127,false,Orichalcum Tough Binding
ExtraTiC:toughrod,7793,128,false,Oureclase Tough Rod
ExtraTiC:toughrod,7793,129,false,Prometheum Tough Rod
ExtraTiC:toughrod,7793,130,false,Quicksilver Tough Rod
ExtraTiC:toughrod,7793,131,false,Tartarite Tough Rod
ExtraTiC:toughrod,7793,132,false,Desichalkos Tough Rod
ExtraTiC:toughrod,7793,133,false,Eximite Tough Rod
ExtraTiC:toughrod,7793,134,false,Bloodwood Tough Rod
ExtraTiC:toughrod,7793,135,false,Darkwood Tough Rod
ExtraTiC:toughrod,7793,136,false,Fusewood Tough Rod
ExtraTiC:toughrod,7793,137,false,Ghostwood Tough Rod
ExtraTiC:toughrod,7793,138,false,Nether Quartz Tough Rod
ExtraTiC:toughrod,7793,139,false,Refined Glowstone Tough Rod
ExtraTiC:toughrod,7793,140,false,Osmium Tough Rod
ExtraTiC:toughrod,7793,141,false,Pokefennium Tough Rod
ExtraTiC:toughrod,7793,142,false,Fairy Tough Rod
ExtraTiC:toughrod,7793,143,false,Certus Quartz Tough Rod
ExtraTiC:toughrod,7793,144,false,Ender Amethyst Tough Rod
ExtraTiC:toughrod,7793,145,false,Manasteel Tough Rod
ExtraTiC:toughrod,7793,146,false,Terrasteel Tough Rod
ExtraTiC:toughrod,7793,147,false,Elementium Tough Rod
ExtraTiC:toughrod,7793,160,false,Fiery Tough Rod
ExtraTiC:toughrod,7793,161,false,Ironwood Tough Rod
ExtraTiC:toughrod,7793,162,false,KnightMetal Tough Rod
ExtraTiC:toughrod,7793,163,false,Steelleaf Tough Rod
ExtraTiC:toughrod,7793,164,false,Amethyst Tough Rod
ExtraTiC:toughrod,7793,165,false,Peridot Tough Rod
ExtraTiC:toughrod,7793,166,false,Ruby Tough Rod
ExtraTiC:toughrod,7793,167,false,Sapphire Tough Rod
ExtraTiC:toughrod,7793,171,false,Dark Steel Tough Rod
ExtraTiC:toughrod,7793,172,false,Void Metal Tough Rod
ExtraTiC:toughrod,7793,173,false,RedAurum Tough Rod
ExtraTiC:toughrod,7793,178,false,Draconium Tough Rod
ExtraTiC:toughrod,7793,179,false,Awakened Draconium Tough Rod
ExtraTiC:toughrod,7793,180,false,Glue Tough Rod
ExtraTiC:toughrod,7793,185,false,Bedrockium Tough Rod
ExtraTiC:toughrod,7793,186,false,Tear Jerker Tough Rod
ExtraTiC:toughrod,7793,189,false,Enderium Tough Rod
ExtraTiC:toughrod,7793,190,false,Signalum Tough Rod
ExtraTiC:toughrod,7793,191,false,Lumium Tough Rod
ExtraTiC:toughrod,7793,2000,false,Constantan Tough Rod
ExtraTiC:toughrod,7793,100,false,Angmallen Tough Rod
ExtraTiC:toughrod,7793,101,false,Damascus Steel Tough Rod
ExtraTiC:toughrod,7793,102,false,Hepatizon Tough Rod
ExtraTiC:toughrod,7793,103,false,Brass Tough Rod
ExtraTiC:toughrod,7793,104,false,Electrum Tough Rod
ExtraTiC:toughrod,7793,105,false,Platinum Tough Rod
ExtraTiC:toughrod,7793,106,false,Silver Tough Rod
ExtraTiC:toughrod,7793,107,false,Amordrine Tough Rod
ExtraTiC:toughrod,7793,108,false,Ceruclase Tough Rod
ExtraTiC:toughrod,7793,109,false,Ignatius Tough Rod
ExtraTiC:toughrod,7793,110,false,Inolashite Tough Rod
ExtraTiC:toughrod,7793,111,false,Kalendrite Tough Rod
ExtraTiC:toughrod,7793,112,false,Midasium Tough Rod
ExtraTiC:toughrod,7793,113,false,Sanguinite Tough Rod
ExtraTiC:toughrod,7793,114,false,Shadow Iron Tough Rod
ExtraTiC:toughrod,7793,115,false,Shadow Steel Tough Rod
ExtraTiC:toughrod,7793,116,false,Vulcanite Tough Rod
ExtraTiC:toughrod,7793,117,false,Vyroxeres Tough Rod
ExtraTiC:toughrod,7793,118,false,Adamantine Tough Rod
ExtraTiC:toughrod,7793,119,false,Astral Silver Tough Rod
ExtraTiC:toughrod,7793,120,false,Atlarus Tough Rod
ExtraTiC:toughrod,7793,121,false,Black Steel Tough Rod
ExtraTiC:toughrod,7793,122,false,Carmot Tough Rod
ExtraTiC:toughrod,7793,123,false,Celenegil Tough Rod
ExtraTiC:toughrod,7793,124,false,Deep Iron Tough Rod
ExtraTiC:toughrod,7793,125,false,Haderoth Tough Rod
ExtraTiC:toughrod,7793,126,false,Mithril Tough Rod
ExtraTiC:toughrod,7793,127,false,Orichalcum Tough Rod
ExtraTiC:shuriken,7794,128,false,Oureclase Shuriken
ExtraTiC:shuriken,7794,129,false,Prometheum Shuriken
ExtraTiC:shuriken,7794,130,false,Quicksilver Shuriken
ExtraTiC:shuriken,7794,131,false,Tartarite Shuriken
ExtraTiC:shuriken,7794,132,false,Desichalkos Shuriken
ExtraTiC:shuriken,7794,133,false,Eximite Shuriken
ExtraTiC:shuriken,7794,134,false,Bloodwood Shuriken
ExtraTiC:shuriken,7794,135,false,Darkwood Shuriken
ExtraTiC:shuriken,7794,136,false,Fusewood Shuriken
ExtraTiC:shuriken,7794,137,false,Ghostwood Shuriken
ExtraTiC:shuriken,7794,138,false,Nether Quartz Shuriken
ExtraTiC:shuriken,7794,139,false,Refined Glowstone Shuriken
ExtraTiC:shuriken,7794,140,false,Osmium Shuriken
ExtraTiC:shuriken,7794,141,false,Pokefennium Shuriken
ExtraTiC:shuriken,7794,142,false,Fairy Shuriken
ExtraTiC:shuriken,7794,143,false,Certus Quartz Shuriken
ExtraTiC:shuriken,7794,144,false,Ender Amethyst Shuriken
ExtraTiC:shuriken,7794,145,false,Manasteel Shuriken
ExtraTiC:shuriken,7794,146,false,Terrasteel Shuriken
ExtraTiC:shuriken,7794,147,false,Elementium Shuriken
ExtraTiC:shuriken,7794,160,false,Fiery Shuriken
ExtraTiC:shuriken,7794,161,false,Ironwood Shuriken
ExtraTiC:shuriken,7794,162,false,KnightMetal Shuriken
ExtraTiC:shuriken,7794,163,false,Steelleaf Shuriken
ExtraTiC:shuriken,7794,164,false,Amethyst Shuriken
ExtraTiC:shuriken,7794,165,false,Peridot Shuriken
ExtraTiC:shuriken,7794,166,false,Ruby Shuriken
ExtraTiC:shuriken,7794,167,false,Sapphire Shuriken
ExtraTiC:shuriken,7794,171,false,Dark Steel Shuriken
ExtraTiC:shuriken,7794,172,false,Void Metal Shuriken
ExtraTiC:shuriken,7794,173,false,RedAurum Shuriken
ExtraTiC:shuriken,7794,178,false,Draconium Shuriken
ExtraTiC:shuriken,7794,179,false,Awakened Draconium Shuriken
ExtraTiC:shuriken,7794,180,false,Glue Shuriken
ExtraTiC:shuriken,7794,185,false,Bedrockium Shuriken
ExtraTiC:shuriken,7794,186,false,Tear Jerker Shuriken
ExtraTiC:shuriken,7794,189,false,Enderium Shuriken
ExtraTiC:shuriken,7794,190,false,Signalum Shuriken
ExtraTiC:shuriken,7794,191,false,Lumium Shuriken
ExtraTiC:shuriken,7794,2000,false,Constantan Shuriken
ExtraTiC:shuriken,7794,100,false,Angmallen Shuriken
ExtraTiC:shuriken,7794,101,false,Damascus Steel Shuriken
ExtraTiC:shuriken,7794,102,false,Hepatizon Shuriken
ExtraTiC:shuriken,7794,103,false,Brass Shuriken
ExtraTiC:shuriken,7794,104,false,Electrum Shuriken
ExtraTiC:shuriken,7794,105,false,Platinum Shuriken
ExtraTiC:shuriken,7794,106,false,Silver Shuriken
ExtraTiC:shuriken,7794,107,false,Amordrine Shuriken
ExtraTiC:shuriken,7794,108,false,Ceruclase Shuriken
ExtraTiC:shuriken,7794,109,false,Ignatius Shuriken
ExtraTiC:shuriken,7794,110,false,Inolashite Shuriken
ExtraTiC:shuriken,7794,111,false,Kalendrite Shuriken
ExtraTiC:shuriken,7794,112,false,Midasium Shuriken
ExtraTiC:shuriken,7794,113,false,Sanguinite Shuriken
ExtraTiC:shuriken,7794,114,false,Shadow Iron Shuriken
ExtraTiC:shuriken,7794,115,false,Shadow Steel Shuriken
ExtraTiC:shuriken,7794,116,false,Vulcanite Shuriken
ExtraTiC:shuriken,7794,117,false,Vyroxeres Shuriken
ExtraTiC:shuriken,7794,118,false,Adamantine Shuriken
ExtraTiC:shuriken,7794,119,false,Astral Silver Shuriken
ExtraTiC:shuriken,7794,120,false,Atlarus Shuriken
ExtraTiC:shuriken,7794,121,false,Black Steel Shuriken
ExtraTiC:shuriken,7794,122,false,Carmot Shuriken
ExtraTiC:shuriken,7794,123,false,Celenegil Shuriken
ExtraTiC:shuriken,7794,124,false,Deep Iron Shuriken
ExtraTiC:shuriken,7794,125,false,Haderoth Shuriken
ExtraTiC:shuriken,7794,126,false,Mithril Shuriken
ExtraTiC:shuriken,7794,127,false,Orichalcum Shuriken
ExtraTiC:BowLimb,7795,128,false,Oureclase Bow Limb
ExtraTiC:BowLimb,7795,129,false,Prometheum Bow Limb
ExtraTiC:BowLimb,7795,130,false,Quicksilver Bow Limb
ExtraTiC:BowLimb,7795,131,false,Tartarite Bow Limb
ExtraTiC:BowLimb,7795,132,false,Desichalkos Bow Limb
ExtraTiC:BowLimb,7795,133,false,Eximite Bow Limb
ExtraTiC:BowLimb,7795,134,false,Bloodwood Bow Limb
ExtraTiC:BowLimb,7795,135,false,Darkwood Bow Limb
ExtraTiC:BowLimb,7795,136,false,Fusewood Bow Limb
ExtraTiC:BowLimb,7795,137,false,Ghostwood Bow Limb
ExtraTiC:BowLimb,7795,138,false,Nether Quartz Bow Limb
ExtraTiC:BowLimb,7795,139,false,Refined Glowstone Bow Limb
ExtraTiC:BowLimb,7795,140,false,Osmium Bow Limb
ExtraTiC:BowLimb,7795,141,false,Pokefennium Bow Limb
ExtraTiC:BowLimb,7795,142,false,Fairy Bow Limb
ExtraTiC:BowLimb,7795,143,false,Certus Quartz Bow Limb
ExtraTiC:BowLimb,7795,144,false,Ender Amethyst Bow Limb
ExtraTiC:BowLimb,7795,145,false,Manasteel Bow Limb
ExtraTiC:BowLimb,7795,146,false,Terrasteel Bow Limb
ExtraTiC:BowLimb,7795,147,false,Elementium Bow Limb
ExtraTiC:BowLimb,7795,160,false,Fiery Bow Limb
ExtraTiC:BowLimb,7795,161,false,Ironwood Bow Limb
ExtraTiC:BowLimb,7795,162,false,KnightMetal Bow Limb
ExtraTiC:BowLimb,7795,163,false,Steelleaf Bow Limb
ExtraTiC:BowLimb,7795,164,false,Amethyst Bow Limb
ExtraTiC:BowLimb,7795,165,false,Peridot Bow Limb
ExtraTiC:BowLimb,7795,166,false,Ruby Bow Limb
ExtraTiC:BowLimb,7795,167,false,Sapphire Bow Limb
ExtraTiC:BowLimb,7795,171,false,Dark Steel Bow Limb
ExtraTiC:BowLimb,7795,172,false,Void Metal Bow Limb
