Name,ID,Has Block,Mod,Class
UndergroundBiomes:button.tile.metamorphicStoneBrick0,2481,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.metamorphicStoneBrick1,2482,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.metamorphicStoneBrick2,2483,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.metamorphicStoneBrick3,2484,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.metamorphicStoneBrick4,2485,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.metamorphicStoneBrick5,2486,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.metamorphicStoneBrick6,2487,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.metamorphicStoneBrick7,2488,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.sedimentaryStone0,2489,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.sedimentaryStone1,2490,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.sedimentaryStone2,2491,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.sedimentaryStone3,2492,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.sedimentaryStone4,2493,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.sedimentaryStone5,2494,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.sedimentaryStone6,2495,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:button.tile.sedimentaryStone7,2496,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBButtonBlock
UndergroundBiomes:stairs,2497,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairs
UndergroundBiomes:stairs.tile.igneousStone0,2498,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousStone1,2499,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousStone2,2500,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousStone3,2501,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousCobblestone0,2502,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousCobblestone1,2503,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousCobblestone2,2504,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousCobblestone3,2505,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousStoneBrick0,2506,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousStoneBrick1,2507,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousStoneBrick2,2508,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.igneousStoneBrick3,2509,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicStone0,2510,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicStone1,2511,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicStone2,2512,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicStone3,2513,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicCobblestone0,2514,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicCobblestone1,2515,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicCobblestone2,2516,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicCobblestone3,2517,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicStoneBrick0,2518,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicStoneBrick1,2519,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicStoneBrick2,2520,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.metamorphicStoneBrick3,2521,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.sedimentaryStone0,2522,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.sedimentaryStone1,2523,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.sedimentaryStone2,2524,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:stairs.tile.sedimentaryStone3,2525,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBStairsBlock
UndergroundBiomes:wall,2526,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBWall
UndergroundBiomes:wall.tile.igneousStone,2527,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBWallBlock
UndergroundBiomes:wall.tile.igneousCobblestone,2528,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBWallBlock
UndergroundBiomes:wall.tile.igneousStoneBrick,2529,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBWallBlock
UndergroundBiomes:wall.tile.metamorphicStone,2530,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBWallBlock
UndergroundBiomes:wall.tile.metamorphicCobblestone,2531,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBWallBlock
UndergroundBiomes:wall.tile.metamorphicStoneBrick,2532,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBWallBlock
UndergroundBiomes:wall.tile.sedimentaryStone,2533,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.constructs.item.ItemUBWallBlock
UndergroundBiomes:igneous_oreRedstone,2534,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_oreRedstone,2535,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_oreRedstone,2536,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_oreCoal,2537,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_oreCoal,2538,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_oreCoal,2539,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_oreDiamond,2540,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_oreDiamond,2541,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_oreDiamond,2542,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_oreLapis,2543,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_oreLapis,2544,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_oreLapis,2545,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_oreEmerald,2546,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_oreEmerald,2547,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_oreEmerald,2548,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_oreGold,2549,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_oreGold,2550,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_oreGold,2551,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_monsterStoneEgg,2552,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBHiddenBlock
UndergroundBiomes:metamorphic_monsterStoneEgg,2553,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBHiddenBlock
UndergroundBiomes:sedimentary_monsterStoneEgg,2554,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBHiddenBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore,2555,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore,2556,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore,2557,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore.7,2558,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore.7,2559,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore.7,2560,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.utility.ore.3,2561,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.utility.ore.3,2562,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.utility.ore.3,2563,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.precious.ore.2,2564,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.precious.ore.2,2565,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.precious.ore.2,2566,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore.5,2567,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore.5,2568,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore.5,2569,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.precious.ore.1,2570,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.precious.ore.1,2571,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.precious.ore.1,2572,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore.8,2573,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore.8,2574,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore.8,2575,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.utility.ore,2576,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.utility.ore,2577,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.utility.ore,2578,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.utility.ore.2,2579,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.utility.ore.2,2580,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.utility.ore.2,2581,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_tconstruct.stoneore.5,2582,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_tconstruct.stoneore.5,2583,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_tconstruct.stoneore.5,2584,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_tconstruct.stoneore.4,2585,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_tconstruct.stoneore.4,2586,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_tconstruct.stoneore.4,2587,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_oreIron,2588,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_oreIron,2589,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_oreIron,2590,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.base.ore.2,2591,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.base.ore.2,2592,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.base.ore.2,2593,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.precious.ore,2594,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.precious.ore,2595,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.precious.ore,2596,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.utility.ore.4,2597,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.utility.ore.4,2598,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.utility.ore.4,2599,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.base.ore,2600,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.base.ore,2601,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.base.ore,2602,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.utility.ore.1,2603,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.utility.ore.1,2604,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.utility.ore.1,2605,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore.4,2606,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore.4,2607,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore.4,2608,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_tconstruct.stoneore.3,2609,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_tconstruct.stoneore.3,2610,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_tconstruct.stoneore.3,2611,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.utility.ore.5,2612,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.utility.ore.5,2613,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.utility.ore.5,2614,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore.6,2615,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore.6,2616,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore.6,2617,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore.14,2618,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore.14,2619,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore.14,2620,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore.2,2621,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore.2,2622,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore.2,2623,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore.13,2624,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore.13,2625,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore.13,2626,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.base.ore.1,2627,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.base.ore.1,2628,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.base.ore.1,2629,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore.1,2630,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore.1,2631,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore.1,2632,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:igneous_metal.block.fantasy.ore.11,2633,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:metamorphic_metal.block.fantasy.ore.11,2634,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
UndergroundBiomes:sedimentary_metal.block.fantasy.ore.11,2635,true,UndergroundBiomes,exterminatorJeff.undergroundBiomes.common.item.ItemUBOreBlock
gregtech:gt.blockmachines,2636,true,gregtech,gregtech.common.blocks.GT_Item_Machines
gregtech:gt.blockcasings,2637,true,gregtech,gregtech.common.blocks.GT_Item_Casings1
gregtech:gt.blockcasings2,2638,true,gregtech,gregtech.common.blocks.GT_Item_Casings2
gregtech:gt.blockcasings3,2639,true,gregtech,gregtech.common.blocks.GT_Item_Casings3
gregtech:gt.blockcasings4,2640,true,gregtech,gregtech.common.blocks.GT_Item_Casings4
gregtech:gt.blockcasings5,2641,true,gregtech,gregtech.common.blocks.GT_Item_Casings5
gregtech:gt.blockcasings8,2642,true,gregtech,gregtech.common.blocks.GT_Item_Casings8
gregtech:gt.blockgranites,2643,true,gregtech,gregtech.common.blocks.GT_Item_Granites
gregtech:gt.blockconcretes,2644,true,gregtech,gregtech.common.blocks.GT_Item_Concretes
gregtech:gt.blockstones,2645,true,gregtech,gregtech.common.blocks.GT_Item_Granites
gregtech:gt.blockores,2646,true,gregtech,gregtech.common.blocks.GT_Item_Ores
gregtech:gt.blockores.ub1,2647,true,gregtech,gregtech.common.blocks.GT_Item_Ores
gregtech:gt.blockores.ub2,2648,true,gregtech,gregtech.common.blocks.GT_Item_Ores
gregtech:gt.blockores.ub3,2649,true,gregtech,gregtech.common.blocks.GT_Item_Ores
gregtech:gt.blockmetal1,2650,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal2,2651,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal3,2652,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal4,2653,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal5,2654,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal6,2655,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal7,2656,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockmetal8,2657,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockgem1,2658,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockgem2,2659,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockgem3,2660,true,gregtech,gregtech.common.blocks.GT_Item_Storage
gregtech:gt.blockreinforced,2661,true,gregtech,gregtech.common.blocks.GT_Item_Storage
PneumaticCraft:plasticBlock,2662,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:etchingAcid,2663,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:lpg,2664,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:fuel,2665,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:kerosene,2666,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:diesel,2667,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:oil,2668,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:lubricant,2669,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:pressureTube,2670,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:airCompressor,2671,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:advancedAirCompressor,2672,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:airCannon,2673,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:pressureChamberWall,2674,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPressureChamberWall
PneumaticCraft:pressureChamberValve,2675,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:slimePlant,2676,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
PneumaticCraft:creeperPlant,2677,true,PneumaticCraft,pneumaticCraft.common.itemBlock.ItemBlockPneumaticCraft
