Chest Type,ItemStack,Item Display Name,Item ID,Weight
mineshaftCorridor,1xitem.weaponcase@1,Weapon Case: Second Edition,weaponcaseloot:item.weaponcase,3
mineshaftCorridor,1xitem.weaponcase@2,Weapon Case: Bows,weaponcaseloot:item.weaponcase,3
mineshaftCorridor,1xitem.weaponcase@3,Weapon Case: Baubles Rings,weaponcaseloot:item.weaponcase,3
mineshaftCorridor,1xitem.InfiTool.Broadsword@0,Broadsword,TConstruct:broadsword,2
mineshaftCorridor,1xgt.metaitem.01@8516,Certus Quartz,gregtech:gt.metaitem.01,2
mineshaftCorridor,1xgt.metaitem.01@2516,Certus Quartz Dust,gregtech:gt.metaitem.01,2
mineshaftCorridor,1xitem.ItemLootBag@0,Common Treasure,Thaumcraft:ItemLootBag,4
mineshaftCorridor,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,4
mineshaftCorridor,1xitem.ItemResource@6,Amber,Thaumcraft:ItemResource,4
mineshaftCorridor,1xitem.ItemLootBag@1,Uncommon Treasure,Thaumcraft:ItemLootBag,3
mineshaftCorridor,1xitem.ItemBaubleBlanks@0,Mundane Amulet,Thaumcraft:ItemBaubleBlanks,3
mineshaftCorridor,1xitem.ItemBaubleBlanks@1,Mundane Ring,Thaumcraft:ItemBaubleBlanks,3
mineshaftCorridor,1xitem.ItemBaubleBlanks@2,Mundane Belt,Thaumcraft:ItemBaubleBlanks,3
mineshaftCorridor,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,3
mineshaftCorridor,1xitem.ItemLootBag@2,Rare Treasure,Thaumcraft:ItemLootBag,1
mineshaftCorridor,1xitem.ItemThaumonomicon@0,Thaumonomicon,Thaumcraft:ItemThaumonomicon,1
mineshaftCorridor,1xitem.ItemSwordThaumium@0,Thaumium Sword,Thaumcraft:ItemSwordThaumium,1
mineshaftCorridor,1xitem.ItemPickThaumium@0,Thaumium Pickaxe,Thaumcraft:ItemPickThaumium,1
mineshaftCorridor,1xitem.ItemAxeThaumium@0,Thaumium Axe,Thaumcraft:ItemAxeThaumium,1
mineshaftCorridor,1xitem.ItemHoeThaumium@0,Thaumium Hoe,Thaumcraft:ItemHoeThaumium,1
mineshaftCorridor,1xitem.ItemRingRunic@0,Ring of Protection,Thaumcraft:ItemRingRunic,1
mineshaftCorridor,1xitem.ItemBaubleBlanks@3,Apprentices Ring of Aer,Thaumcraft:ItemBaubleBlanks,1
mineshaftCorridor,1xitem.ItemBaubleBlanks@4,Apprentices Ring of Terra,Thaumcraft:ItemBaubleBlanks,1
mineshaftCorridor,1xitem.ItemBaubleBlanks@5,Apprentices Ring of Ignis,Thaumcraft:ItemBaubleBlanks,1
mineshaftCorridor,1xitem.ItemBaubleBlanks@6,Apprentices Ring of Aqua,Thaumcraft:ItemBaubleBlanks,1
mineshaftCorridor,1xitem.ItemBaubleBlanks@7,Apprentices Ring of Ordo,Thaumcraft:ItemBaubleBlanks,1
mineshaftCorridor,1xitem.ItemBaubleBlanks@8,Apprentices Ring of Perditio,Thaumcraft:ItemBaubleBlanks,1
mineshaftCorridor,1xitem.ItemAmuletVis@0,Vis Stone,Thaumcraft:ItemAmuletVis,1
mineshaftCorridor,1xitem.baubleEnderDisjunction@1,Lesser Ring of Ender Disjunction,Automagy:baubleEnderDisjunction,1
mineshaftCorridor,1xitem.phialExtra@0,Phial of Enchanter's Concentrate,Automagy:phialExtra,3
mineshaftCorridor,1xitem.extrautils:divisionSigil@0,Division Sigil,ExtraUtilities:divisionSigil,1
mineshaftCorridor,1xitem.spagettiandmeatballsItem@0,Spagetti and Meatballs,harvestcraft:spagettiandmeatballsItem,5
mineshaftCorridor,1xitem.deluxecheeseburgerItem@0,Deluxe Cheeseburger,harvestcraft:deluxecheeseburgerItem,5
mineshaftCorridor,1xitem.delightedmealItem@0,Delighted Meal,harvestcraft:delightedmealItem,5
mineshaftCorridor,1xitem.heartybreakfastItem@0,Hearty Breakfast,harvestcraft:heartybreakfastItem,5
mineshaftCorridor,1xitem.curryItem@0,Curry Rice,harvestcraft:curryItem,5
mineshaftCorridor,1xitem.rainbowcurryItem@0,Rainbow Curry,harvestcraft:rainbowcurryItem,5
mineshaftCorridor,1xitem.supremepizzaItem@0,Supreme Pizza,harvestcraft:supremepizzaItem,5
mineshaftCorridor,1xitem.baconmushroomburgerItem@0,Bacon Mushroom Burger,harvestcraft:baconmushroomburgerItem,5
mineshaftCorridor,1xitem.sausageinbreadItem@0,Sausage in Bread,harvestcraft:sausageinbreadItem,5
mineshaftCorridor,1xitem.beefwellingtonItem@0,Beef Wellington,harvestcraft:beefwellingtonItem,5
mineshaftCorridor,1xitem.epicbaconItem@0,Epic Bacon,harvestcraft:epicbaconItem,5
mineshaftCorridor,1xitem.draconicevolution:dezilsMarshmallow@0,Dezil's Marshmallow,DraconicEvolution:dezilsMarshmallow,5
mineshaftCorridor,1xitem.ImmersiveEngineering.metal@3,Silver Ingot,ImmersiveEngineering:metal,12
mineshaftCorridor,1xitem.ImmersiveEngineering.metal@2,Lead Ingot,ImmersiveEngineering:metal,3
mineshaftCorridor,1xitem.ImmersiveEngineering.metal@7,Steel Ingot,ImmersiveEngineering:metal,6
mineshaftCorridor,1xgt.metaitem.01@11300,Bronze Ingot,gregtech:gt.metaitem.01,6
mineshaftCorridor,1xitem.projectred.core.part@38,Sapphire,ProjRed|Core:projectred.core.part,2
mineshaftCorridor,1xgt.metaitem.01@8504,Green Sapphire,gregtech:gt.metaitem.01,2
mineshaftCorridor,1xgt.metaitem.01@8505,Olivine,gregtech:gt.metaitem.01,2
mineshaftCorridor,1xgt.metaitem.01@8527,Red Garnet,gregtech:gt.metaitem.01,4
mineshaftCorridor,1xgt.metaitem.01@8528,Yellow Garnet,gregtech:gt.metaitem.01,4
mineshaftCorridor,1xitem.projectred.core.part@37,Ruby,ProjRed|Core:projectred.core.part,2
mineshaftCorridor,1xitem.emerald@0,Emerald,minecraft:emerald,2
mineshaftCorridor,1xgt.metaitem.02@1335,Damascus Steel Pickaxe Head,gregtech:gt.metaitem.02,1
mineshaftCorridor,1xgt.metaitem.02@2335,Damascus Steel Shovel Head,gregtech:gt.metaitem.02,1
naturalistChest,1xtile.for.candle@0,Unlit Dyed Candle,Forestry:candle,12
naturalistChest,1xitem.for.scoop@0,Scoop,Forestry:scoop,8
naturalistChest,1xitem.for.propolis@0,Propolis,Forestry:propolis,6
naturalistChest,1xitem.for.beeCombs@0,Honey Comb,Forestry:beeCombs,7
naturalistChest,1xitem.for.beeCombs@4,Frozen Comb,Forestry:beeCombs,7
naturalistChest,1xitem.for.beeCombs@6,Silky Comb,Forestry:beeCombs,7
naturalistChest,1xitem.for.beePrincessGE@0,Forest Princess,Forestry:beePrincessGE,5
naturalistChest,1xitem.for.beeDroneGE@0,Common Drone,Forestry:beeDroneGE,8
naturalistChest,1xitem.for.beePrincessGE@0,Meadows Princess,Forestry:beePrincessGE,5
naturalistChest,1xitem.for.grafter@0,Grafter,Forestry:grafter,8
naturalistChest,1xitem.for.sapling@0,Apple Oak Sapling,Forestry:sapling,6
naturalistChest,1xitem.for.sapling@0,Red Spruce Sapling,Forestry:sapling,6
naturalistChest,1xitem.for.sapling@0,Silver Birch Sapling,Forestry:sapling,6
naturalistChest,1xitem.for.sapling@0,Mundane Larch Sapling,Forestry:sapling,4
naturalistChest,1xitem.for.sapling@0,Silver Lime Sapling,Forestry:sapling,4
naturalistChest,1xitem.for.pollenFertile@0,Apple Oak Pollen,Forestry:pollenFertile,4
naturalistChest,1xitem.for.pollenFertile@0,Red Spruce Pollen,Forestry:pollenFertile,4
naturalistChest,1xitem.for.pollenFertile@0,Silver Birch Pollen,Forestry:pollenFertile,4
naturalistChest,1xitem.for.pollenFertile@0,Mundane Larch Pollen,Forestry:pollenFertile,3
naturalistChest,1xitem.for.pollenFertile@0,Silver Lime Pollen,Forestry:pollenFertile,3
pyramidDesertyChest,1xitem.diamond@0,Diamond,minecraft:diamond,3
pyramidDesertyChest,1xitem.ingotIron@0,Iron Ingot,minecraft:iron_ingot,10
pyramidDesertyChest,1xitem.ingotGold@0,Gold Ingot,minecraft:gold_ingot,15
pyramidDesertyChest,1xitem.emerald@0,Emerald,minecraft:emerald,2
pyramidDesertyChest,1xitem.bone@0,Bone,minecraft:bone,20
pyramidDesertyChest,1xitem.rottenFlesh@0,Rotten Flesh,minecraft:rotten_flesh,16
pyramidDesertyChest,1xitem.saddle@0,Saddle,minecraft:saddle,3
pyramidDesertyChest,1xitem.horsearmormetal@0,Iron Horse Armor,minecraft:iron_horse_armor,1
pyramidDesertyChest,1xitem.horsearmorgold@0,Gold Horse Armor,minecraft:golden_horse_armor,1
pyramidDesertyChest,1xitem.horsearmordiamond@0,Diamond Horse Armor,minecraft:diamond_horse_armor,1
pyramidDesertyChest,1xitem.enchantedBook@0,Enchanted Book,minecraft:enchanted_book,1
pyramidDesertyChest,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,3
pyramidDesertyChest,1xic2.itemToolBronzeSword@0,Bronze Sword,IC2:itemToolBronzeSword,3
pyramidDesertyChest,1xic2.itemArmorBronzeHelmet@0,Bronze Helmet,IC2:itemArmorBronzeHelmet,3
pyramidDesertyChest,1xic2.itemArmorBronzeChestplate@0,Bronze Chestplate,IC2:itemArmorBronzeChestplate,3
pyramidDesertyChest,1xic2.itemArmorBronzeLegs@0,Bronze Leggings,IC2:itemArmorBronzeLegs,3
pyramidDesertyChest,1xic2.itemArmorBronzeBoots@0,Bronze Boots,IC2:itemArmorBronzeBoots,3
pyramidDesertyChest,1xitem.railcraft.ingot@1,Copper Ingot,Railcraft:ingot,9
pyramidDesertyChest,1xitem.railcraft.ingot@2,Tin Ingot,Railcraft:ingot,8
pyramidDesertyChest,1xitem.runes@17,Infinity Orb,arsmagica2:rune,3
pyramidDesertyChest,1xitem.runes@18,Infinity Orb,arsmagica2:rune,1
pyramidDesertyChest,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,6
pyramidDesertyChest,1xitem.overgrowthSeed@0,Overgrowth Seed,Botania:overgrowthSeed,2
pyramidDesertyChest,1xitem.railcraft.tool.steel.sword@0,Steel Sword,Railcraft:tool.steel.sword,5
pyramidDesertyChest,1xitem.railcraft.armor.steel.helmet@0,Steel Helmet,Railcraft:armor.steel.helmet,5
pyramidDesertyChest,1xitem.railcraft.armor.steel.plate@0,Steel Chestplate,Railcraft:armor.steel.plate,5
pyramidDesertyChest,1xitem.railcraft.armor.steel.legs@0,Steel Leggings,Railcraft:armor.steel.legs,5
pyramidDesertyChest,1xitem.railcraft.armor.steel.boots@0,Steel Boots,Railcraft:armor.steel.boots,5
pyramidDesertyChest,1xitem.etfuturum.beetroot_seeds@0,Beetroot Seeds,etfuturum:beetroot_seeds,5
pyramidDesertyChest,1xitem.dominoes@0,Domino's Special,NuclearCraft:dominoes,2
pyramidDesertyChest,1xitem.ricecake@0,Ricecake (without Fish),NuclearCraft:ricecake,4
pyramidDesertyChest,1xitem.UnknownDimlet@0,Unknown Dimlet,rftools:unknownDimlet,50
pyramidDesertyChest,1xitem.ofanix@0,Ofanix,Ztones:ofanix,1
pyramidDesertyChest,1xitem.totemTool@0,Totem Tool,Ztones:totemTool,1
pyramidDesertyChest,1xitem.mfr.safarinet.singleuse@0,Safari Net (Single-Use),MineFactoryReloaded:safarinet.singleuse,25
pyramidDesertyChest,1xitem.itemTravelStaff@0,Staff of Traveling,EnderIO:itemTravelStaff,3
pyramidDesertyChest,1xitem.darkSteel_sword@0,The Ender,EnderIO:item.darkSteel_sword,4
pyramidDesertyChest,1xitem.oc.multi@4,Floppy Disk,OpenComputers:item,5
pyramidDesertyChest,1xitem.tconstruct.canister@1,Miniature Red Heart,TConstruct:heartCanister,10
pyramidDesertyChest,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
pyramidDesertyChest,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
pyramidDesertyChest,1xitem.TravellersGear.simpleGear@6,Title Scroll,TravellersGear:simpleGear,8
pyramidDesertyChest,1xitem.weaponcase@0,Weapon Case: First Edition,weaponcaseloot:item.weaponcase,3
pyramidDesertyChest,1xitem.weaponcase@1,Weapon Case: Second Edition,weaponcaseloot:item.weaponcase,3
pyramidDesertyChest,1xitem.weaponcase@2,Weapon Case: Bows,weaponcaseloot:item.weaponcase,3
pyramidDesertyChest,1xitem.weaponcase@3,Weapon Case: Baubles Rings,weaponcaseloot:item.weaponcase,3
pyramidDesertyChest,1xitem.InfiTool.Broadsword@0,Broadsword,TConstruct:broadsword,2
pyramidDesertyChest,1xitem.ItemLootBag@0,Common Treasure,Thaumcraft:ItemLootBag,5
pyramidDesertyChest,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,5
pyramidDesertyChest,1xitem.ItemResource@6,Amber,Thaumcraft:ItemResource,5
pyramidDesertyChest,1xitem.ItemLootBag@1,Uncommon Treasure,Thaumcraft:ItemLootBag,4
pyramidDesertyChest,1xitem.ItemBaubleBlanks@0,Mundane Amulet,Thaumcraft:ItemBaubleBlanks,4
pyramidDesertyChest,1xitem.ItemBaubleBlanks@1,Mundane Ring,Thaumcraft:ItemBaubleBlanks,4
pyramidDesertyChest,1xitem.ItemBaubleBlanks@2,Mundane Belt,Thaumcraft:ItemBaubleBlanks,4
pyramidDesertyChest,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,4
pyramidDesertyChest,1xitem.ItemLootBag@2,Rare Treasure,Thaumcraft:ItemLootBag,1
pyramidDesertyChest,1xitem.ItemThaumonomicon@0,Thaumonomicon,Thaumcraft:ItemThaumonomicon,1
pyramidDesertyChest,1xitem.ItemSwordThaumium@0,Thaumium Sword,Thaumcraft:ItemSwordThaumium,1
pyramidDesertyChest,1xitem.ItemPickThaumium@0,Thaumium Pickaxe,Thaumcraft:ItemPickThaumium,1
pyramidDesertyChest,1xitem.ItemAxeThaumium@0,Thaumium Axe,Thaumcraft:ItemAxeThaumium,1
pyramidDesertyChest,1xitem.ItemHoeThaumium@0,Thaumium Hoe,Thaumcraft:ItemHoeThaumium,1
pyramidDesertyChest,1xitem.ItemRingRunic@0,Ring of Protection,Thaumcraft:ItemRingRunic,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@3,Apprentices Ring of Aer,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@4,Apprentices Ring of Terra,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@5,Apprentices Ring of Ignis,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@6,Apprentices Ring of Aqua,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@7,Apprentices Ring of Ordo,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemBaubleBlanks@8,Apprentices Ring of Perditio,Thaumcraft:ItemBaubleBlanks,1
pyramidDesertyChest,1xitem.ItemAmuletVis@0,Vis Stone,Thaumcraft:ItemAmuletVis,1
pyramidDesertyChest,1xitem.baubleEnderDisjunction@1,Lesser Ring of Ender Disjunction,Automagy:baubleEnderDisjunction,1
pyramidDesertyChest,1xitem.phialExtra@0,Phial of Enchanter's Concentrate,Automagy:phialExtra,3
pyramidDesertyChest,1xitem.extrautils:divisionSigil@0,Division Sigil,ExtraUtilities:divisionSigil,7
pyramidDesertyChest,1xitem.spagettiandmeatballsItem@0,Spagetti and Meatballs,harvestcraft:spagettiandmeatballsItem,5
pyramidDesertyChest,1xitem.deluxecheeseburgerItem@0,Deluxe Cheeseburger,harvestcraft:deluxecheeseburgerItem,5
pyramidDesertyChest,1xitem.delightedmealItem@0,Delighted Meal,harvestcraft:delightedmealItem,5
pyramidDesertyChest,1xitem.heartybreakfastItem@0,Hearty Breakfast,harvestcraft:heartybreakfastItem,5
pyramidDesertyChest,1xitem.curryItem@0,Curry Rice,harvestcraft:curryItem,5
pyramidDesertyChest,1xitem.rainbowcurryItem@0,Rainbow Curry,harvestcraft:rainbowcurryItem,5
pyramidDesertyChest,1xitem.supremepizzaItem@0,Supreme Pizza,harvestcraft:supremepizzaItem,5
pyramidDesertyChest,1xitem.baconmushroomburgerItem@0,Bacon Mushroom Burger,harvestcraft:baconmushroomburgerItem,5
pyramidDesertyChest,1xitem.sausageinbreadItem@0,Sausage in Bread,harvestcraft:sausageinbreadItem,5
pyramidDesertyChest,1xitem.beefwellingtonItem@0,Beef Wellington,harvestcraft:beefwellingtonItem,5
pyramidDesertyChest,1xitem.epicbaconItem@0,Epic Bacon,harvestcraft:epicbaconItem,5
pyramidDesertyChest,1xitem.draconicevolution:dezilsMarshmallow@0,Dezil's Marshmallow,DraconicEvolution:dezilsMarshmallow,5
pyramidDesertyChest,1xgt.metaitem.02@32137,Holy Water,gregtech:gt.metaitem.02,2
pyramidDesertyChest,1xitem.ImmersiveEngineering.metal@3,Silver Ingot,ImmersiveEngineering:metal,12
pyramidDesertyChest,1xgt.metaitem.01@11085,Platinum Ingot,gregtech:gt.metaitem.01,4
pyramidDesertyChest,1xitem.projectred.core.part@37,Ruby,ProjRed|Core:projectred.core.part,2
pyramidDesertyChest,1xitem.projectred.core.part@38,Sapphire,ProjRed|Core:projectred.core.part,2
pyramidDesertyChest,1xgt.metaitem.01@8504,Green Sapphire,gregtech:gt.metaitem.01,2
pyramidDesertyChest,1xgt.metaitem.01@8505,Olivine,gregtech:gt.metaitem.01,2
pyramidDesertyChest,1xgt.metaitem.01@8527,Red Garnet,gregtech:gt.metaitem.01,4
pyramidDesertyChest,1xgt.metaitem.01@8528,Yellow Garnet,gregtech:gt.metaitem.01,4
pyramidJungleChest,1xitem.diamond@0,Diamond,minecraft:diamond,3
pyramidJungleChest,1xitem.ingotIron@0,Iron Ingot,minecraft:iron_ingot,10
pyramidJungleChest,1xitem.ingotGold@0,Gold Ingot,minecraft:gold_ingot,15
pyramidJungleChest,1xitem.emerald@0,Emerald,minecraft:emerald,2
pyramidJungleChest,1xitem.bone@0,Bone,minecraft:bone,20
pyramidJungleChest,1xitem.rottenFlesh@0,Rotten Flesh,minecraft:rotten_flesh,16
pyramidJungleChest,1xitem.saddle@0,Saddle,minecraft:saddle,3
pyramidJungleChest,1xitem.horsearmormetal@0,Iron Horse Armor,minecraft:iron_horse_armor,1
pyramidJungleChest,1xitem.horsearmorgold@0,Gold Horse Armor,minecraft:golden_horse_armor,1
pyramidJungleChest,1xitem.horsearmordiamond@0,Diamond Horse Armor,minecraft:diamond_horse_armor,1
pyramidJungleChest,1xitem.enchantedBook@0,Enchanted Book,minecraft:enchanted_book,1
pyramidJungleChest,1xic2.itemToolBronzePickaxe@0,Bronze Pickaxe,IC2:itemToolBronzePickaxe,3
pyramidJungleChest,1xic2.itemToolBronzeSword@0,Bronze Sword,IC2:itemToolBronzeSword,3
pyramidJungleChest,1xic2.itemArmorBronzeHelmet@0,Bronze Helmet,IC2:itemArmorBronzeHelmet,3
pyramidJungleChest,1xic2.itemArmorBronzeChestplate@0,Bronze Chestplate,IC2:itemArmorBronzeChestplate,3
pyramidJungleChest,1xic2.itemArmorBronzeLegs@0,Bronze Leggings,IC2:itemArmorBronzeLegs,3
pyramidJungleChest,1xic2.itemArmorBronzeBoots@0,Bronze Boots,IC2:itemArmorBronzeBoots,3
pyramidJungleChest,1xitem.railcraft.ingot@1,Copper Ingot,Railcraft:ingot,9
pyramidJungleChest,1xitem.railcraft.ingot@2,Tin Ingot,Railcraft:ingot,8
pyramidJungleChest,1xitem.runes@17,Infinity Orb,arsmagica2:rune,3
pyramidJungleChest,1xitem.runes@18,Infinity Orb,arsmagica2:rune,1
pyramidJungleChest,1xitem.blackLotus@0,Black Lotus,Botania:blackLotus,6
pyramidJungleChest,1xitem.overgrowthSeed@0,Overgrowth Seed,Botania:overgrowthSeed,2
pyramidJungleChest,1xitem.railcraft.tool.steel.sword@0,Steel Sword,Railcraft:tool.steel.sword,5
pyramidJungleChest,1xitem.railcraft.armor.steel.helmet@0,Steel Helmet,Railcraft:armor.steel.helmet,5
pyramidJungleChest,1xitem.railcraft.armor.steel.plate@0,Steel Chestplate,Railcraft:armor.steel.plate,5
pyramidJungleChest,1xitem.railcraft.armor.steel.legs@0,Steel Leggings,Railcraft:armor.steel.legs,5
pyramidJungleChest,1xitem.railcraft.armor.steel.boots@0,Steel Boots,Railcraft:armor.steel.boots,5
pyramidJungleChest,1xitem.etfuturum.beetroot_seeds@0,Beetroot Seeds,etfuturum:beetroot_seeds,5
pyramidJungleChest,1xitem.dominoes@0,Domino's Special,NuclearCraft:dominoes,4
pyramidJungleChest,1xitem.fishAndRicecake@0,Fish and a Ricecake,NuclearCraft:fishAndRicecake,4
pyramidJungleChest,1xitem.toughHelm@0,Tough Alloy Helmet,NuclearCraft:toughHelm,2
pyramidJungleChest,1xitem.toughChest@0,Tough Alloy Chestplate,NuclearCraft:toughChest,2
pyramidJungleChest,1xitem.toughLegs@0,Tough Alloy Leggings,NuclearCraft:toughLegs,2
pyramidJungleChest,1xitem.toughBoots@0,Tough Alloy Boots,NuclearCraft:toughBoots,2
pyramidJungleChest,1xitem.UnknownDimlet@0,Unknown Dimlet,rftools:unknownDimlet,50
pyramidJungleChest,1xitem.totemTool@0,Totem Tool,Ztones:totemTool,1
pyramidJungleChest,1xitem.hunger@0,MSG Pill,Ztones:hunger,1
pyramidJungleChest,1xtile.mfr.rubberwood.sapling@2,Mega Rubber Sapling,MineFactoryReloaded:rubberwood.sapling,8
pyramidJungleChest,1xtile.mfr.rubberwood.sapling@1,Sacred Rubber Sapling,MineFactoryReloaded:rubberwood.sapling,1
pyramidJungleChest,1xitem.itemTravelStaff@0,Staff of Traveling,EnderIO:itemTravelStaff,3
pyramidJungleChest,1xitem.darkSteel_sword@0,The Ender,EnderIO:item.darkSteel_sword,4
pyramidJungleChest,1xitem.oc.multi@4,Floppy Disk,OpenComputers:item,5
pyramidJungleChest,1xitem.tconstruct.canister@1,Miniature Red Heart,TConstruct:heartCanister,10
pyramidJungleChest,1xitem.stopWorm@0,STOP! -Worm,PneumaticCraft:stopWorm,10
pyramidJungleChest,1xitem.nukeVirus@0,Nuke Virus,PneumaticCraft:nukeVirus,10
pyramidJungleChest,1xitem.TravellersGear.simpleGear@6,Title Scroll,TravellersGear:simpleGear,8
pyramidJungleChest,1xitem.weaponcase@0,Weapon Case: First Edition,weaponcaseloot:item.weaponcase,3
pyramidJungleChest,1xitem.weaponcase@1,Weapon Case: Second Edition,weaponcaseloot:item.weaponcase,3
pyramidJungleChest,1xitem.weaponcase@2,Weapon Case: Bows,weaponcaseloot:item.weaponcase,3
pyramidJungleChest,1xitem.weaponcase@3,Weapon Case: Baubles Rings,weaponcaseloot:item.weaponcase,3
pyramidJungleChest,1xitem.InfiTool.Broadsword@0,Broadsword,TConstruct:broadsword,2
pyramidJungleChest,1xitem.ItemLootBag@0,Common Treasure,Thaumcraft:ItemLootBag,5
pyramidJungleChest,1xitem.ItemResource@2,Thaumium Ingot,Thaumcraft:ItemResource,5
pyramidJungleChest,1xitem.ItemResource@6,Amber,Thaumcraft:ItemResource,5
pyramidJungleChest,1xitem.ItemLootBag@1,Uncommon Treasure,Thaumcraft:ItemLootBag,4
pyramidJungleChest,1xitem.ItemBaubleBlanks@0,Mundane Amulet,Thaumcraft:ItemBaubleBlanks,4
pyramidJungleChest,1xitem.ItemBaubleBlanks@1,Mundane Ring,Thaumcraft:ItemBaubleBlanks,4
pyramidJungleChest,1xitem.ItemBaubleBlanks@2,Mundane Belt,Thaumcraft:ItemBaubleBlanks,4
pyramidJungleChest,1xitem.ItemResource@9,Knowledge Fragment,Thaumcraft:ItemResource,4
pyramidJungleChest,1xitem.ItemLootBag@2,Rare Treasure,Thaumcraft:ItemLootBag,1
pyramidJungleChest,1xitem.ItemThaumonomicon@0,Thaumonomicon,Thaumcraft:ItemThaumonomicon,1
pyramidJungleChest,1xitem.ItemSwordThaumium@0,Thaumium Sword,Thaumcraft:ItemSwordThaumium,1
pyramidJungleChest,1xitem.ItemPickThaumium@0,Thaumium Pickaxe,Thaumcraft:ItemPickThaumium,1
pyramidJungleChest,1xitem.ItemAxeThaumium@0,Thaumium Axe,Thaumcraft:ItemAxeThaumium,1
pyramidJungleChest,1xitem.ItemHoeThaumium@0,Thaumium Hoe,Thaumcraft:ItemHoeThaumium,1
pyramidJungleChest,1xitem.ItemRingRunic@0,Ring of Protection,Thaumcraft:ItemRingRunic,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@3,Apprentices Ring of Aer,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@4,Apprentices Ring of Terra,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@5,Apprentices Ring of Ignis,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@6,Apprentices Ring of Aqua,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@7,Apprentices Ring of Ordo,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemBaubleBlanks@8,Apprentices Ring of Perditio,Thaumcraft:ItemBaubleBlanks,1
pyramidJungleChest,1xitem.ItemAmuletVis@0,Vis Stone,Thaumcraft:ItemAmuletVis,1
pyramidJungleChest,1xitem.baubleEnderDisjunction@1,Lesser Ring of Ender Disjunction,Automagy:baubleEnderDisjunction,1
pyramidJungleChest,1xitem.phialExtra@0,Phial of Enchanter's Concentrate,Automagy:phialExtra,3
pyramidJungleChest,1xitem.extrautils:divisionSigil@0,Division Sigil,ExtraUtilities:divisionSigil,18
pyramidJungleChest,1xitem.spagettiandmeatballsItem@0,Spagetti and Meatballs,harvestcraft:spagettiandmeatballsItem,5
pyramidJungleChest,1xitem.deluxecheeseburgerItem@0,Deluxe Cheeseburger,harvestcraft:deluxecheeseburgerItem,5
pyramidJungleChest,1xitem.delightedmealItem@0,Delighted Meal,harvestcraft:delightedmealItem,5
pyramidJungleChest,1xitem.heartybreakfastItem@0,Hearty Breakfast,harvestcraft:heartybreakfastItem,5
pyramidJungleChest,1xitem.curryItem@0,Curry Rice,harvestcraft:curryItem,5
pyramidJungleChest,1xitem.rainbowcurryItem@0,Rainbow Curry,harvestcraft:rainbowcurryItem,5
pyramidJungleChest,1xitem.supremepizzaItem@0,Supreme Pizza,harvestcraft:supremepizzaItem,5
pyramidJungleChest,1xitem.baconmushroomburgerItem@0,Bacon Mushroom Burger,harvestcraft:baconmushroomburgerItem,5
pyramidJungleChest,1xitem.sausageinbreadItem@0,Sausage in Bread,harvestcraft:sausageinbreadItem,5
pyramidJungleChest,1xitem.beefwellingtonItem@0,Beef Wellington,harvestcraft:beefwellingtonItem,5
pyramidJungleChest,1xitem.epicbaconItem@0,Epic Bacon,harvestcraft:epicbaconItem,5
pyramidJungleChest,1xitem.draconicevolution:dezilsMarshmallow@0,Dezil's Marshmallow,DraconicEvolution:dezilsMarshmallow,5
pyramidJungleChest,1xgt.metaitem.01@32008,Ancient Gold Coin,gregtech:gt.metaitem.01,10
pyramidJungleChest,1xgt.metaitem.01@32598,Zero Point Module,gregtech:gt.metaitem.01,1
pyramidJungleChest,1xgt.metaitem.01@11300,Bronze Ingot,gregtech:gt.metaitem.01,12
pyramidJungleChest,1xitem.projectred.core.part@37,Ruby,ProjRed|Core:projectred.core.part,2
pyramidJungleChest,1xitem.projectred.core.part@38,Sapphire,ProjRed|Core:projectred.core.part,2
