Ore Name,ItemStack,Item ID,Display Name,Wildcard
cableGt02BlueAlloy,1xgt.blockmachines@1487,gregtech:gt.blockmachines,2x Blue Alloy Cable,false
cableGt02Cobalt,1xgt.blockmachines@1207,gregtech:gt.blockmachines,2x Cobalt Cable,false
cableGt02Copper,1xgt.blockmachines@1367,gregtech:gt.blockmachines,2x Copper Cable,false
cableGt02Cupronickel,1xgt.blockmachines@1347,gregtech:gt.blockmachines,2x Cupronickel Cable,false
cableGt02Duranium,1xgt.blockmachines@1827,gregtech:gt.blockmachines,2x Duranium Cable,false
cableGt02Electrum,1xgt.blockmachines@1447,gregtech:gt.blockmachines,2x Electrum Cable,false
cableGt02Gold,1xgt.blockmachines@1427,gregtech:gt.blockmachines,2x Gold Cable,false
cableGt02HSSG,1xgt.blockmachines@1707,gregtech:gt.blockmachines,2x HSS-G Cable,false
cableGt02Iron,1xgt.blockmachines@1307,gregtech:gt.blockmachines,2x Iron Cable,false
cableGt02Kanthal,1xgt.blockmachines@1407,gregtech:gt.blockmachines,2x Kanthal Cable,false
cableGt02Lead,1xgt.blockmachines@1227,gregtech:gt.blockmachines,2x Lead Cable,false
cableGt02Naquadah,1xgt.blockmachines@1787,gregtech:gt.blockmachines,2x Naquadah Cable,false
cableGt02NaquadahAlloy,1xgt.blockmachines@1807,gregtech:gt.blockmachines,2x Naquadah Alloy Cable,false
cableGt02Nichrome,1xgt.blockmachines@1507,gregtech:gt.blockmachines,2x Nichrome Cable,false
cableGt02Nickel,1xgt.blockmachines@1327,gregtech:gt.blockmachines,2x Nickel Cable,false
cableGt02NiobiumTitanium,1xgt.blockmachines@1727,gregtech:gt.blockmachines,2x Niobium-Titanium Cable,false
cableGt02Osmium,1xgt.blockmachines@1627,gregtech:gt.blockmachines,2x Osmium Cable,false
cableGt02Platinum,1xgt.blockmachines@1647,gregtech:gt.blockmachines,2x Platinum Cable,false
cableGt02RedAlloy,1xgt.blockmachines@2007,gregtech:gt.blockmachines,2x Red Alloy Cable,false
cableGt02Silver,1xgt.blockmachines@1467,gregtech:gt.blockmachines,2x Silver Cable,false
cableGt02SolderingAlloy,1xgt.blockmachines@1287,gregtech:gt.blockmachines,2x Soldering Alloy Cable,false
cableGt02Steel,1xgt.blockmachines@1527,gregtech:gt.blockmachines,2x Steel Cable,false
cableGt02Tin,1xgt.blockmachines@1247,gregtech:gt.blockmachines,2x Tin Cable,false
cableGt02Titanium,1xgt.blockmachines@1567,gregtech:gt.blockmachines,2x Titanium Cable,false
cableGt02Tungsten,1xgt.blockmachines@1687,gregtech:gt.blockmachines,2x Tungsten Cable,false
cableGt02TungstenSteel,1xgt.blockmachines@1667,gregtech:gt.blockmachines,2x Tungstensteel Cable,false
cableGt02VanadiumGallium,1xgt.blockmachines@1747,gregtech:gt.blockmachines,2x Vanadium-Gallium Cable,false
cableGt02YttriumBariumCuprate,1xgt.blockmachines@1767,gregtech:gt.blockmachines,2x Yttrium Barium Cuprate Cable,false
cableGt02Zinc,1xgt.blockmachines@1267,gregtech:gt.blockmachines,2x Zinc Cable,false
cableGt04Aluminium,1xgt.blockmachines@1588,gregtech:gt.blockmachines,4x Aluminium Cable,false
cableGt04AnnealedCopper,1xgt.blockmachines@1388,gregtech:gt.blockmachines,4x Annealed Copper Cable,false
cableGt04AnyCopper,1xgt.blockmachines@1368,gregtech:gt.blockmachines,4x Copper Cable,false
cableGt04AnyCopper,1xgt.blockmachines@1388,gregtech:gt.blockmachines,4x Annealed Copper Cable,false
cableGt04AnyIron,1xgt.blockmachines@1308,gregtech:gt.blockmachines,4x Iron Cable,false
cableGt04BlackSteel,1xgt.blockmachines@1548,gregtech:gt.blockmachines,4x Black Steel Cable,false
cableGt04BlueAlloy,1xgt.blockmachines@1488,gregtech:gt.blockmachines,4x Blue Alloy Cable,false
cableGt04Cobalt,1xgt.blockmachines@1208,gregtech:gt.blockmachines,4x Cobalt Cable,false
cableGt04Copper,1xgt.blockmachines@1368,gregtech:gt.blockmachines,4x Copper Cable,false
cableGt04Cupronickel,1xgt.blockmachines@1348,gregtech:gt.blockmachines,4x Cupronickel Cable,false
cableGt04Duranium,1xgt.blockmachines@1828,gregtech:gt.blockmachines,4x Duranium Cable,false
cableGt04Electrum,1xgt.blockmachines@1448,gregtech:gt.blockmachines,4x Electrum Cable,false
cableGt04Gold,1xgt.blockmachines@1428,gregtech:gt.blockmachines,4x Gold Cable,false
cableGt04HSSG,1xgt.blockmachines@1708,gregtech:gt.blockmachines,4x HSS-G Cable,false
cableGt04Iron,1xgt.blockmachines@1308,gregtech:gt.blockmachines,4x Iron Cable,false
cableGt04Kanthal,1xgt.blockmachines@1408,gregtech:gt.blockmachines,4x Kanthal Cable,false
cableGt04Lead,1xgt.blockmachines@1228,gregtech:gt.blockmachines,4x Lead Cable,false
cableGt04Naquadah,1xgt.blockmachines@1788,gregtech:gt.blockmachines,4x Naquadah Cable,false
cableGt04NaquadahAlloy,1xgt.blockmachines@1808,gregtech:gt.blockmachines,4x Naquadah Alloy Cable,false
cableGt04Nichrome,1xgt.blockmachines@1508,gregtech:gt.blockmachines,4x Nichrome Cable,false
cableGt04Nickel,1xgt.blockmachines@1328,gregtech:gt.blockmachines,4x Nickel Cable,false
cableGt04NiobiumTitanium,1xgt.blockmachines@1728,gregtech:gt.blockmachines,4x Niobium-Titanium Cable,false
cableGt04Osmium,1xgt.blockmachines@1628,gregtech:gt.blockmachines,4x Osmium Cable,false
cableGt04Platinum,1xgt.blockmachines@1648,gregtech:gt.blockmachines,4x Platinum Cable,false
cableGt04RedAlloy,1xgt.blockmachines@2008,gregtech:gt.blockmachines,4x Red Alloy Cable,false
cableGt04Silver,1xgt.blockmachines@1468,gregtech:gt.blockmachines,4x Silver Cable,false
cableGt04SolderingAlloy,1xgt.blockmachines@1288,gregtech:gt.blockmachines,4x Soldering Alloy Cable,false
cableGt04Steel,1xgt.blockmachines@1528,gregtech:gt.blockmachines,4x Steel Cable,false
cableGt04Tin,1xgt.blockmachines@1248,gregtech:gt.blockmachines,4x Tin Cable,false
cableGt04Titanium,1xgt.blockmachines@1568,gregtech:gt.blockmachines,4x Titanium Cable,false
cableGt04Tungsten,1xgt.blockmachines@1688,gregtech:gt.blockmachines,4x Tungsten Cable,false
cableGt04TungstenSteel,1xgt.blockmachines@1668,gregtech:gt.blockmachines,4x Tungstensteel Cable,false
cableGt04VanadiumGallium,1xgt.blockmachines@1748,gregtech:gt.blockmachines,4x Vanadium-Gallium Cable,false
cableGt04YttriumBariumCuprate,1xgt.blockmachines@1768,gregtech:gt.blockmachines,4x Yttrium Barium Cuprate Cable,false
cableGt04Zinc,1xgt.blockmachines@1268,gregtech:gt.blockmachines,4x Zinc Cable,false
cableGt08Aluminium,1xgt.blockmachines@1589,gregtech:gt.blockmachines,8x Aluminium Cable,false
cableGt08AnnealedCopper,1xgt.blockmachines@1389,gregtech:gt.blockmachines,8x Annealed Copper Cable,false
cableGt08AnyCopper,1xgt.blockmachines@1369,gregtech:gt.blockmachines,8x Copper Cable,false
cableGt08AnyCopper,1xgt.blockmachines@1389,gregtech:gt.blockmachines,8x Annealed Copper Cable,false
cableGt08AnyIron,1xgt.blockmachines@1309,gregtech:gt.blockmachines,8x Iron Cable,false
cableGt08BlackSteel,1xgt.blockmachines@1549,gregtech:gt.blockmachines,8x Black Steel Cable,false
cableGt08BlueAlloy,1xgt.blockmachines@1489,gregtech:gt.blockmachines,8x Blue Alloy Cable,false
cableGt08Cobalt,1xgt.blockmachines@1209,gregtech:gt.blockmachines,8x Cobalt Cable,false
cableGt08Copper,1xgt.blockmachines@1369,gregtech:gt.blockmachines,8x Copper Cable,false
cableGt08Cupronickel,1xgt.blockmachines@1349,gregtech:gt.blockmachines,8x Cupronickel Cable,false
cableGt08Duranium,1xgt.blockmachines@1829,gregtech:gt.blockmachines,8x Duranium Cable,false
cableGt08Electrum,1xgt.blockmachines@1449,gregtech:gt.blockmachines,8x Electrum Cable,false
cableGt08Gold,1xgt.blockmachines@1429,gregtech:gt.blockmachines,8x Gold Cable,false
cableGt08HSSG,1xgt.blockmachines@1709,gregtech:gt.blockmachines,8x HSS-G Cable,false
cableGt08Iron,1xgt.blockmachines@1309,gregtech:gt.blockmachines,8x Iron Cable,false
cableGt08Kanthal,1xgt.blockmachines@1409,gregtech:gt.blockmachines,8x Kanthal Cable,false
cableGt08Lead,1xgt.blockmachines@1229,gregtech:gt.blockmachines,8x Lead Cable,false
cableGt08Naquadah,1xgt.blockmachines@1789,gregtech:gt.blockmachines,8x Naquadah Cable,false
cableGt08NaquadahAlloy,1xgt.blockmachines@1809,gregtech:gt.blockmachines,8x Naquadah Alloy Cable,false
cableGt08Nichrome,1xgt.blockmachines@1509,gregtech:gt.blockmachines,8x Nichrome Cable,false
cableGt08Nickel,1xgt.blockmachines@1329,gregtech:gt.blockmachines,8x Nickel Cable,false
cableGt08NiobiumTitanium,1xgt.blockmachines@1729,gregtech:gt.blockmachines,8x Niobium-Titanium Cable,false
cableGt08Osmium,1xgt.blockmachines@1629,gregtech:gt.blockmachines,8x Osmium Cable,false
cableGt08Platinum,1xgt.blockmachines@1649,gregtech:gt.blockmachines,8x Platinum Cable,false
cableGt08RedAlloy,1xgt.blockmachines@2009,gregtech:gt.blockmachines,8x Red Alloy Cable,false
cableGt08Silver,1xgt.blockmachines@1469,gregtech:gt.blockmachines,8x Silver Cable,false
cableGt08SolderingAlloy,1xgt.blockmachines@1289,gregtech:gt.blockmachines,8x Soldering Alloy Cable,false
cableGt08Steel,1xgt.blockmachines@1529,gregtech:gt.blockmachines,8x Steel Cable,false
cableGt08Tin,1xgt.blockmachines@1249,gregtech:gt.blockmachines,8x Tin Cable,false
cableGt08Titanium,1xgt.blockmachines@1569,gregtech:gt.blockmachines,8x Titanium Cable,false
cableGt08Tungsten,1xgt.blockmachines@1689,gregtech:gt.blockmachines,8x Tungsten Cable,false
cableGt08TungstenSteel,1xgt.blockmachines@1669,gregtech:gt.blockmachines,8x Tungstensteel Cable,false
cableGt08VanadiumGallium,1xgt.blockmachines@1749,gregtech:gt.blockmachines,8x Vanadium-Gallium Cable,false
cableGt08YttriumBariumCuprate,1xgt.blockmachines@1769,gregtech:gt.blockmachines,8x Yttrium Barium Cuprate Cable,false
cableGt08Zinc,1xgt.blockmachines@1269,gregtech:gt.blockmachines,8x Zinc Cable,false
cableGt12Aluminium,1xgt.blockmachines@1590,gregtech:gt.blockmachines,12x Aluminium Cable,false
cableGt12AnnealedCopper,1xgt.blockmachines@1390,gregtech:gt.blockmachines,12x Annealed Copper Cable,false
cableGt12AnyCopper,1xgt.blockmachines@1370,gregtech:gt.blockmachines,12x Copper Cable,false
cableGt12AnyCopper,1xgt.blockmachines@1390,gregtech:gt.blockmachines,12x Annealed Copper Cable,false
cableGt12AnyIron,1xgt.blockmachines@1310,gregtech:gt.blockmachines,12x Iron Cable,false
cableGt12BlackSteel,1xgt.blockmachines@1550,gregtech:gt.blockmachines,12x Black Steel Cable,false
cableGt12BlueAlloy,1xgt.blockmachines@1490,gregtech:gt.blockmachines,12x Blue Alloy Cable,false
cableGt12Cobalt,1xgt.blockmachines@1210,gregtech:gt.blockmachines,12x Cobalt Cable,false
cableGt12Copper,1xgt.blockmachines@1370,gregtech:gt.blockmachines,12x Copper Cable,false
cableGt12Cupronickel,1xgt.blockmachines@1350,gregtech:gt.blockmachines,12x Cupronickel Cable,false
cableGt12Duranium,1xgt.blockmachines@1830,gregtech:gt.blockmachines,12x Duranium Cable,false
cableGt12Electrum,1xgt.blockmachines@1450,gregtech:gt.blockmachines,12x Electrum Cable,false
cableGt12Gold,1xgt.blockmachines@1430,gregtech:gt.blockmachines,12x Gold Cable,false
cableGt12HSSG,1xgt.blockmachines@1710,gregtech:gt.blockmachines,12x HSS-G Cable,false
cableGt12Iron,1xgt.blockmachines@1310,gregtech:gt.blockmachines,12x Iron Cable,false
cableGt12Kanthal,1xgt.blockmachines@1410,gregtech:gt.blockmachines,12x Kanthal Cable,false
cableGt12Lead,1xgt.blockmachines@1230,gregtech:gt.blockmachines,12x Lead Cable,false
cableGt12Naquadah,1xgt.blockmachines@1790,gregtech:gt.blockmachines,12x Naquadah Cable,false
cableGt12NaquadahAlloy,1xgt.blockmachines@1810,gregtech:gt.blockmachines,12x Naquadah Alloy Cable,false
cableGt12Nichrome,1xgt.blockmachines@1510,gregtech:gt.blockmachines,12x Nichrome Cable,false
cableGt12Nickel,1xgt.blockmachines@1330,gregtech:gt.blockmachines,12x Nickel Cable,false
cableGt12NiobiumTitanium,1xgt.blockmachines@1730,gregtech:gt.blockmachines,12x Niobium-Titanium Cable,false
cableGt12Osmium,1xgt.blockmachines@1630,gregtech:gt.blockmachines,12x Osmium Cable,false
cableGt12Platinum,1xgt.blockmachines@1650,gregtech:gt.blockmachines,12x Platinum Cable,false
cableGt12RedAlloy,1xgt.blockmachines@2010,gregtech:gt.blockmachines,12x Red Alloy Cable,false
cableGt12Silver,1xgt.blockmachines@1470,gregtech:gt.blockmachines,12x Silver Cable,false
cableGt12SolderingAlloy,1xgt.blockmachines@1290,gregtech:gt.blockmachines,12x Soldering Alloy Cable,false
cableGt12Steel,1xgt.blockmachines@1530,gregtech:gt.blockmachines,12x Steel Cable,false
cableGt12Tin,1xgt.blockmachines@1250,gregtech:gt.blockmachines,12x Tin Cable,false
cableGt12Titanium,1xgt.blockmachines@1570,gregtech:gt.blockmachines,12x Titanium Cable,false
cableGt12Tungsten,1xgt.blockmachines@1690,gregtech:gt.blockmachines,12x Tungsten Cable,false
cableGt12TungstenSteel,1xgt.blockmachines@1670,gregtech:gt.blockmachines,12x Tungstensteel Cable,false
cableGt12VanadiumGallium,1xgt.blockmachines@1750,gregtech:gt.blockmachines,12x Vanadium-Gallium Cable,false
cableGt12YttriumBariumCuprate,1xgt.blockmachines@1770,gregtech:gt.blockmachines,12x Yttrium Barium Cuprate Cable,false
cableGt12Zinc,1xgt.blockmachines@1270,gregtech:gt.blockmachines,12x Zinc Cable,false
cableRedNet,1xtile.mfr.cable.redstone@0,MineFactoryReloaded:cable.redstone,RedNet Cable,false
cableRedNet,1xtile.mfr.cable.redstone@1,MineFactoryReloaded:cable.redstone,RedNet Cable,false
cableRedNetEnergy,1xtile.mfr.cable.redstone@2,MineFactoryReloaded:cable.redstone,RedNet Energy Cable,false
cableRedNetEnergy,1xtile.mfr.cable.redstone@3,MineFactoryReloaded:cable.redstone,RedNet Energy Cable,false
cactusRod,1xitem.tconstruct.ToolRod@4,TConstruct:toolRod,Cactus Tool Rod,false
calclavia:ADVANCED_BATTERY,1xgt.metaitem.01@32517,gregtech:gt.metaitem.01,Small Cadmium Battery,false
calclavia:ADVANCED_BATTERY,1xgt.metaitem.01@32518,gregtech:gt.metaitem.01,Small Lithium Battery,false
calclavia:ADVANCED_BATTERY,1xgt.metaitem.01@32519,gregtech:gt.metaitem.01,Small Sodium Battery,false
calclavia:BATTERY,1xic2.itemBatREDischarged@0,IC2:itemBatREDischarged,RE-Battery,false
calclavia:BATTERY,1xic2.itemBatRE@32767,IC2:itemBatRE,(wildcard),true
carpet,1xtile.chisel.carpet@0,chisel:carpet,Floor Carpet,false
cellAlduorite,1xgt.metaitem.01@30485,gregtech:gt.metaitem.01,Alduorite Cell,false
cellArgon,1xgt.metaitem.01@30024,gregtech:gt.metaitem.01,Argon Cell,false
cellArsenic,1xgt.metaitem.01@30039,gregtech:gt.metaitem.01,Arsenic Cell,false
cellBiomass,1xgt.metaitem.01@30704,gregtech:gt.metaitem.01,Biomass Cell,false
cellCarbonDioxide,1xgt.metaitem.01@30497,gregtech:gt.metaitem.01,Carbon Dioxide Cell,false
cellChlorine,1xgt.metaitem.01@30023,gregtech:gt.metaitem.01,Chlorine Cell,false
cellCobaltHexahydrate,1xgt.metaitem.01@30853,gregtech:gt.metaitem.01,Cobalt Hexahydrate Cell,false
cellConstructionFoam,1xic2.itemCellEmpty@4,IC2:itemCellEmpty,Construction Foam Cell,false
cellCrackedHeavyFuel,1xgt.metaitem.01@30744,gregtech:gt.metaitem.01,Cracked Heavy Fuel Cell,false
cellCrackedLightFuel,1xgt.metaitem.01@30743,gregtech:gt.metaitem.01,Cracked Light Fuel Cell,false
cellCreosote,1xitem.railcraft.fluid.creosote.cell@0,Railcraft:fluid.creosote.cell,Creosote Cell,false
cellCreosote,1xgt.metaitem.01@30712,gregtech:gt.metaitem.01,Creosote Cell,false
cellDeuterium,1xgt.metaitem.01@30002,gregtech:gt.metaitem.01,Deuterium Cell,false
cellDilithium,1xgt.metaitem.01@30515,gregtech:gt.metaitem.01,Dilithium Cell,false
cellEmpty,1xic2.itemCellEmpty@0,IC2:itemCellEmpty,Empty Cell,false
cellEthanol,1xgt.metaitem.01@30706,gregtech:gt.metaitem.01,Ethanol Cell,false
cellFierySteel,1xgt.metaitem.01@30346,gregtech:gt.metaitem.01,Fiery Blood Cell,false
cellFishOil,1xgt.metaitem.01@30711,gregtech:gt.metaitem.01,Fish Oil Cell,false
cellFluorine,1xgt.metaitem.01@30014,gregtech:gt.metaitem.01,Fluorine Cell,false
cellForcicium,1xgt.metaitem.01@30518,gregtech:gt.metaitem.01,Forcicium Cell,false
cellForcillium,1xgt.metaitem.01@30519,gregtech:gt.metaitem.01,Forcillium Cell,false
cellFryingOilHot,1xgt.metaitem.01@30727,gregtech:gt.metaitem.01,Hot Frying Oil Cell,false
cellFuel,1xgt.metaitem.01@30708,gregtech:gt.metaitem.01,Diesel Cell,false
cellGas,1xgt.metaitem.01@30735,gregtech:gt.metaitem.01,Refinery Gas Cell,false
cellGlowstone,1xgt.metaitem.01@30811,gregtech:gt.metaitem.01,Glowstone Cell,false
cellGlue,1xgt.metaitem.01@30726,gregtech:gt.metaitem.01,Glue Cell,false
cellGlyceryl,1xgt.metaitem.01@30714,gregtech:gt.metaitem.01,Glyceryl Trinitrate Cell,false
cellGraphite,1xgt.metaitem.01@30865,gregtech:gt.metaitem.01,Graphite Cell,false
cellHeavyFuel,1xgt.metaitem.01@30741,gregtech:gt.metaitem.01,Heavy Fuel Cell,false
cellHelium,1xgt.metaitem.01@30004,gregtech:gt.metaitem.01,Helium Cell,false
cellHelium_3,1xgt.metaitem.01@30005,gregtech:gt.metaitem.01,Helium-3 Cell,false
cellHolyWater,1xgt.metaitem.01@30729,gregtech:gt.metaitem.01,Holy Water Cell,false
cellHoney,1xgt.metaitem.01@30725,gregtech:gt.metaitem.01,Honey Cell,false
cellHydricSulfide,1xgt.metaitem.01@30460,gregtech:gt.metaitem.01,Hydrogen Sulfide Cell,false
cellHydrogen,1xgt.metaitem.01@30001,gregtech:gt.metaitem.01,Hydrogen Cell,false
cellIce,1xgt.metaitem.01@30702,gregtech:gt.metaitem.01,Ice Cell,false
cellLPG,1xgt.metaitem.01@30742,gregtech:gt.metaitem.01,LPG Cell,false
cellLava,1xic2.itemCellEmpty@2,IC2:itemCellEmpty,Lava Cell,false
cellLightFuel,1xgt.metaitem.01@30740,gregtech:gt.metaitem.01,Light Fuel Cell,false
cellLiquidAir,1xgt.metaitem.01@30495,gregtech:gt.metaitem.01,Liquid Air Cell,false
cellLubricant,1xgt.metaitem.01@30724,gregtech:gt.metaitem.01,Lubricant Cell,false
cellMagnesiumchloride,1xgt.metaitem.01@30377,gregtech:gt.metaitem.01,Magnesiumchloride Cell,false
cellMcGuffium239,1xgt.metaitem.01@30999,gregtech:gt.metaitem.01,Mc Guffium 239 Cell,false
cellMercury,1xgt.metaitem.01@30087,gregtech:gt.metaitem.01,Mercury Cell,false
cellMethane,1xgt.metaitem.01@30715,gregtech:gt.metaitem.01,Methane Cell,false
cellMilk,1xgt.metaitem.01@30885,gregtech:gt.metaitem.01,Milk Cell,false
cellNaphtha,1xgt.metaitem.01@30739,gregtech:gt.metaitem.01,Naphtha Cell,false
cellNaquadah,1xgt.metaitem.01@30324,gregtech:gt.metaitem.01,Naquadah Cell,false
cellNaquadahEnriched,1xgt.metaitem.01@30326,gregtech:gt.metaitem.01,Enriched Naquadah Cell,false
cellNaquadria,1xgt.metaitem.01@30327,gregtech:gt.metaitem.01,Naquadria Cell,false
cellNatruralGas,1xgt.metaitem.01@30733,gregtech:gt.metaitem.01,Natural Gas Cell,false
cellNitroCarbon,1xgt.metaitem.01@30716,gregtech:gt.metaitem.01,Nitro-Carbon Cell,false
cellNitroFuel,1xgt.metaitem.01@30709,gregtech:gt.metaitem.01,Nitro-Diesel Cell,false
cellNitrogen,1xgt.metaitem.01@30012,gregtech:gt.metaitem.01,Nitrogen Cell,false
cellNitrogenDioxide,1xgt.metaitem.01@30717,gregtech:gt.metaitem.01,Nitrogen Dioxide Cell,false
cellNobleGases,1xgt.metaitem.01@30496,gregtech:gt.metaitem.01,Noble Gases Cell,false
cellOil,1xgt.metaitem.01@30707,gregtech:gt.metaitem.01,Oil Cell,false
cellOilHeavy,1xgt.metaitem.01@30730,gregtech:gt.metaitem.01,Heavy Oil Cell,false
cellOilLight,1xgt.metaitem.01@30732,gregtech:gt.metaitem.01,Light Oil Cell,false
cellOilMedium,1xgt.metaitem.01@30731,gregtech:gt.metaitem.01,Raw Oil Cell,false
cellOxygen,1xgt.metaitem.01@30013,gregtech:gt.metaitem.01,Oxygen Cell,false
cellPhosphate,1xgt.metaitem.01@30833,gregtech:gt.metaitem.01,Phosphate Cell,false
cellPhosphorus,1xgt.metaitem.01@30534,gregtech:gt.metaitem.01,Phosphorus Cell,false
cellPlasmaAluminium,1xgt.metaitem.01@31019,gregtech:gt.metaitem.01,Aluminium Plasma Cell,false
cellPlasmaAmericium,1xgt.metaitem.01@31103,gregtech:gt.metaitem.01,Americium Plasma Cell,false
cellPlasmaAntimony,1xgt.metaitem.01@31058,gregtech:gt.metaitem.01,Antimony Plasma Cell,false
cellPlasmaAnyCopper,1xgt.metaitem.01@31035,gregtech:gt.metaitem.01,Copper Plasma Cell,false
cellPlasmaAnyIron,1xgt.metaitem.01@31032,gregtech:gt.metaitem.01,Iron Plasma Cell,false
cellPlasmaArgon,1xgt.metaitem.01@31024,gregtech:gt.metaitem.01,Argon Plasma Cell,false
cellPlasmaArsenic,1xgt.metaitem.01@31039,gregtech:gt.metaitem.01,Arsenic Plasma Cell,false
cellPlasmaBarium,1xgt.metaitem.01@31063,gregtech:gt.metaitem.01,Barium Plasma Cell,false
cellPlasmaBeryllium,1xgt.metaitem.01@31008,gregtech:gt.metaitem.01,Beryllium Plasma Cell,false
cellPlasmaBismuth,1xgt.metaitem.01@31090,gregtech:gt.metaitem.01,Bismuth Plasma Cell,false
cellPlasmaBoron,1xgt.metaitem.01@31009,gregtech:gt.metaitem.01,Boron Plasma Cell,false
cellPlasmaCadmium,1xgt.metaitem.01@31055,gregtech:gt.metaitem.01,Cadmium Plasma Cell,false
cellPlasmaCaesium,1xgt.metaitem.01@31062,gregtech:gt.metaitem.01,Caesium Plasma Cell,false
cellPlasmaCalcium,1xgt.metaitem.01@31026,gregtech:gt.metaitem.01,Calcium Plasma Cell,false
cellPlasmaCarbon,1xgt.metaitem.01@31010,gregtech:gt.metaitem.01,Carbon Plasma Cell,false
cellPlasmaCarbonDioxide,1xgt.metaitem.01@31497,gregtech:gt.metaitem.01,Carbon Dioxide Plasma Cell,false
cellPlasmaCerium,1xgt.metaitem.01@31065,gregtech:gt.metaitem.01,Cerium Plasma Cell,false
cellPlasmaChlorine,1xgt.metaitem.01@31023,gregtech:gt.metaitem.01,Chlorine Plasma Cell,false
cellPlasmaChrome,1xgt.metaitem.01@31030,gregtech:gt.metaitem.01,Chrome Plasma Cell,false
cellPlasmaCobalt,1xgt.metaitem.01@31033,gregtech:gt.metaitem.01,Cobalt Plasma Cell,false
cellPlasmaCopper,1xgt.metaitem.01@31035,gregtech:gt.metaitem.01,Copper Plasma Cell,false
cellPlasmaDeuterium,1xgt.metaitem.01@31002,gregtech:gt.metaitem.01,Deuterium Plasma Cell,false
cellPlasmaEuropium,1xgt.metaitem.01@31070,gregtech:gt.metaitem.01,Europium Plasma Cell,false
cellPlasmaFluorine,1xgt.metaitem.01@31014,gregtech:gt.metaitem.01,Fluorine Plasma Cell,false
cellPlasmaGallium,1xgt.metaitem.01@31037,gregtech:gt.metaitem.01,Gallium Plasma Cell,false
cellPlasmaGold,1xgt.metaitem.01@31086,gregtech:gt.metaitem.01,Gold Plasma Cell,false
cellPlasmaHelium,1xgt.metaitem.01@31004,gregtech:gt.metaitem.01,Helium Plasma Cell,false
cellPlasmaHelium_3,1xgt.metaitem.01@31005,gregtech:gt.metaitem.01,Helium-3 Plasma Cell,false
cellPlasmaHydrogen,1xgt.metaitem.01@31001,gregtech:gt.metaitem.01,Hydrogen Plasma Cell,false
cellPlasmaIndium,1xgt.metaitem.01@31056,gregtech:gt.metaitem.01,Indium Plasma Cell,false
cellPlasmaIridium,1xgt.metaitem.01@31084,gregtech:gt.metaitem.01,Iridium Plasma Cell,false
cellPlasmaIron,1xgt.metaitem.01@31032,gregtech:gt.metaitem.01,Iron Plasma Cell,false
cellPlasmaLead,1xgt.metaitem.01@31089,gregtech:gt.metaitem.01,Lead Plasma Cell,false
cellPlasmaLiquidAir,1xgt.metaitem.01@31495,gregtech:gt.metaitem.01,Liquid Air Plasma Cell,false
cellPlasmaLithium,1xgt.metaitem.01@31006,gregtech:gt.metaitem.01,Lithium Plasma Cell,false
cellPlasmaLutetium,1xgt.metaitem.01@31078,gregtech:gt.metaitem.01,Lutetium Plasma Cell,false
cellPlasmaMagnesium,1xgt.metaitem.01@31018,gregtech:gt.metaitem.01,Magnesium Plasma Cell,false
cellPlasmaManganese,1xgt.metaitem.01@31031,gregtech:gt.metaitem.01,Manganese Plasma Cell,false
cellPlasmaMercury,1xgt.metaitem.01@31087,gregtech:gt.metaitem.01,Mercury Plasma Cell,false
cellPlasmaMolybdenum,1xgt.metaitem.01@31048,gregtech:gt.metaitem.01,Molybdenum Plasma Cell,false
cellPlasmaNeodymium,1xgt.metaitem.01@31067,gregtech:gt.metaitem.01,Neodymium Plasma Cell,false
cellPlasmaNeutronium,1xgt.metaitem.01@31129,gregtech:gt.metaitem.01,Neutronium Plasma Cell,false
cellPlasmaNickel,1xgt.metaitem.01@31034,gregtech:gt.metaitem.01,Nickel Plasma Cell,false
cellPlasmaNiobium,1xgt.metaitem.01@31047,gregtech:gt.metaitem.01,Niobium Plasma Cell,false
cellPlasmaNitrogen,1xgt.metaitem.01@31012,gregtech:gt.metaitem.01,Nitrogen Plasma Cell,false
cellPlasmaNobleGases,1xgt.metaitem.01@31496,gregtech:gt.metaitem.01,Noble Gases Plasma Cell,false
cellPlasmaOsmium,1xgt.metaitem.01@31083,gregtech:gt.metaitem.01,Osmium Plasma Cell,false
cellPlasmaOxygen,1xgt.metaitem.01@31013,gregtech:gt.metaitem.01,Oxygen Plasma Cell,false
cellPlasmaPalladium,1xgt.metaitem.01@31052,gregtech:gt.metaitem.01,Palladium Plasma Cell,false
cellPlasmaPhosphor,1xgt.metaitem.01@31021,gregtech:gt.metaitem.01,Phosphor Plasma Cell,false
cellPlasmaPlatinum,1xgt.metaitem.01@31085,gregtech:gt.metaitem.01,Platinum Plasma Cell,false
cellPlasmaPlutonium,1xgt.metaitem.01@31100,gregtech:gt.metaitem.01,Plutonium 244 Plasma Cell,false
cellPlasmaPlutonium241,1xgt.metaitem.01@31101,gregtech:gt.metaitem.01,Plutonium 241 Plasma Cell,false
cellPlasmaPotassium,1xgt.metaitem.01@31025,gregtech:gt.metaitem.01,Potassium Plasma Cell,false
cellPlasmaRadon,1xgt.metaitem.01@31093,gregtech:gt.metaitem.01,Radon Plasma Cell,false
cellPlasmaSilicon,1xgt.metaitem.01@31020,gregtech:gt.metaitem.01,Silicon Plasma Cell,false
